orthogroup	partner_species	reference_species	reference_id	partner_id	category	has_reference_model	has_partner_model	reference_primary	partner_primary	reference_seqid	reference_start	reference_end	reference_strand	reference_rank	partner_seqid	partner_start	partner_end	partner_strand	partner_rank	local_support	collinear_orientation	is_collinear	collinear_block_id	collinear_block_size	reference_cds_ok	partner_cds_ok	ka	ks	kaks	kaks_method	aligned_codons	aa_identity	status	reference_cds_len	partner_cds_len	is_collinear_bool
OG0006631	Castanea_mollissima	Liriodendron_chinense	Lchi25758	CmMahoganyH2.06G011100.1.v1.1	background	True	True	Lchi25758	CmMahoganyH2.06G011100.1.v1.1	chr14	6473481	6505344	-	171	Chr06	2907055	2911368	-	242	3	1	True	block_1	4	False	False							missing_cds			True
OG0014258	Castanea_mollissima	Liriodendron_chinense	Lchi09633	CmMahoganyH2.01G096000.1.v1.1	background	True	True	Lchi09633	CmMahoganyH2.01G096000.1.v1.1	chr14	59355895	59382097	-	1020	Chr01	18367207	18374518	+	2186	5	-1	True	block_6	6	False	False							missing_cds			True
OG0005182	Castanea_mollissima	Liriodendron_chinense	Lchi08108	CmMahoganyH2.09G139900.1.v1.1	background	True	True	Lchi08108	CmMahoganyH2.09G139900.1.v1.1	chr15	7313597	7335617	-	191	Chr09	33295181	33304479	+	3222	2	-1	True	block_1	3	False	False							missing_cds			True
OG0015273	Castanea_mollissima	Liriodendron_chinense	Lchi12697	CmMahoganyH2.02G090800.1.v1.1	background	True	True	Lchi12697	CmMahoganyH2.02G090800.1.v1.1	chr15	55312659	55328153	-	948	Chr02	20997376	21003149	-	2083	2	1	True	block_1	3	False	False							missing_cds			True
OG0020293	Castanea_mollissima	Liriodendron_chinense	Lchi08512	CmMahoganyH2.06G118200.1.v1.1	background	True	True	Lchi08512	CmMahoganyH2.06G118200.1.v1.1	chr15	71796468	71797564	-	1496	Chr06	36889672	36893662	+	2698	4	-1	True	block_2	5	True	False							missing_cds			True
OG0011314	Castanea_mollissima	Liriodendron_chinense	Lchi07161	CmMahoganyH2.06G083600.1.v1.1	background	True	True	Lchi07161	CmMahoganyH2.06G083600.1.v1.1	chr16	2732312	2736706	-	93	Chr06	25928171	25931225	+	1896	3	-1	True	block_3	4	False	False							missing_cds			True
OG0000443	Castanea_mollissima	Liriodendron_chinense	Lchi17949	CmMahoganyH2.12G078000.1.v1.1	background	True	True	Lchi17949	CmMahoganyH2.12G078000.1.v1.1	chr16	26020732	26039188	+	574	Chr12	17507828	17518491	-	1796	2	-1	True	block_2	3	False	False							missing_cds			True
OG0001013	Castanea_mollissima	Liriodendron_chinense	Lchi23655	CmMahoganyH2.01G038500.1.v1.1	candidate_core	True	True	Lchi23655	CmMahoganyH2.01G038500.1.v1.1	chr16	31054593	31060321	+	736	Chr01	7624335	7626489	-	875	2	-1	True	block_2	5	True	True	0.20532822592136563	22.270789676968622	0.009219620359205592	ML	528.0	0.6730401529636711	ok	1584.0	1578.0	True
OG0006578	Castanea_mollissima	Liriodendron_chinense	Lchi03794	CmMahoganyH2.01G099000.1.v1.1	background	True	True	Lchi03794	CmMahoganyH2.01G099000.1.v1.1	chr17	55788884	55843130	-	854	Chr01	18971477	18997209	+	2254	3	-1	True	block_4	6	False	False							missing_cds			True
OG0022570	Castanea_mollissima	Liriodendron_chinense	Lchi05122	CmMahoganyH2.07G034700.1.v1.1	background	True	True	Lchi05122	CmMahoganyH2.07G034700.1.v1.1	chr17	65703939	65704915	+	1118	Chr07	9282317	9283548	+	779	2	1	True	block_1	3	True	True	0.6602301715494732	2.5066197217987796	0.2633946289530046	ML	112.0	0.41	ok	336.0	324.0	True
OG0018395	Castanea_mollissima	Liriodendron_chinense	Lchi28165	CmMahoganyH2.06G140400.1.v1.1	background	True	True	Lchi28165	CmMahoganyH2.06G140400.1.v1.1	chr18	36881261	36899821	+	745	Chr06	41365246	41366559	+	3180	3	-1	True	block_1	4	True	True	0.26466810537825064	2.195848568472016	0.12053112822912934	ML	244.0	0.6180257510729614	ok	732.0	1311.0	True
OG0005666	Castanea_mollissima	Liriodendron_chinense	Lchi07297	CmMahoganyH2.09G091900.1.v1.1	candidate_core	True	True	Lchi07297	CmMahoganyH2.09G091900.1.v1.1	chr18	65369132	65383081	-	1198	Chr09	19099206	19103618	-	2078	2	1	True	block_7	3	False	False							missing_cds			True
OG0010247	Castanea_mollissima	Liriodendron_chinense	Lchi14377	CmMahoganyH2.01G268100.1.v1.1	background	True	True	Lchi14377	CmMahoganyH2.01G268100.1.v1.1	chr2	3879502	3883700	+	135	Chr01	65550455	65551276	+	6194	2	1	True	block_1	3	True	True	0.18371938680575045	21.128570250673626	0.008695306148313233	ML	152.0	0.7101449275362319	ok	456.0	540.0	True
OG0013840	Castanea_mollissima	Liriodendron_chinense	Lchi01684	CmMahoganyH2.12G001300.1.v1.1	background	True	True	Lchi01684	CmMahoganyH2.12G001300.1.v1.1	chr2	71410739	71412097	-	1470	Chr12	209733	210311	-	26	2	1	True	block_2	3	False	True							missing_cds			True
OG0001660	Castanea_mollissima	Liriodendron_chinense	Lchi26684	CmMahoganyH2.02G186800.1.v1.1	background	True	True	Lchi26684	CmMahoganyH2.02G186800.1.v1.1	chr2	82591242	82612257	+	1819	Chr02	46258270	46262489	-	4298	2	-1	True	block_1	3	True	False							missing_cds			True
OG0013546	Castanea_mollissima	Liriodendron_chinense	Lchi02881	CmMahoganyH2.03G176900.1.v1.1	background	True	True	Lchi02881	CmMahoganyH2.03G176900.1.v1.1	chr2	93750965	93753251	-	2169	Chr03	52887898	52889206	-	4112	3	1	True	block_3	4	True	True	0.26107293102178597	7.620590984883281	0.03425888248557991	ML	190.0	0.6349206349206349	ok	570.0	585.0	True
OG0008507	Castanea_mollissima	Liriodendron_chinense	Lchi09832	CmMahoganyH2.01G136000.1.v1.1	background	True	True	Lchi09832	CmMahoganyH2.01G136000.1.v1.1	chr3	4701678	4710979	-	153	Chr01	27907488	27914347	+	3097	2	-1	True	block_3	3	False	False							missing_cds			True
OG0016093	Castanea_mollissima	Liriodendron_chinense	Lchi06987	CmMahoganyH2.05G122700.1.v1.1	background	True	True	Lchi06987	CmMahoganyH2.05G122700.1.v1.1	chr3	22896265	22903340	+	617	Chr05	48249452	48255667	-	2869	2	-1	True	block_3	3	False	False							missing_cds			True
OG0010034	Castanea_mollissima	Liriodendron_chinense	Lchi21673	CmMahoganyH2.12G135300.1.v1.1	background	True	True	Lchi21673	CmMahoganyH2.12G135300.1.v1.1	chr3	35316921	35324389	-	995	Chr12	36710327	36715596	+	3139	5	-1	True	block_3	7	False	False							missing_cds			True
OG0016036	Castanea_mollissima	Liriodendron_chinense	Lchi18946	CmMahoganyH2.06G162800.1.v1.1	background	True	True	Lchi18946	CmMahoganyH2.06G162800.1.v1.1	chr4	13662495	13674987	-	359	Chr06	45589293	45589913	-	3693	2	1	True	block_3	3	True	True	0.17223731039054974	1.0327041202947516	0.16678282482439427	ML	59.0	0.7288135593220338	ok	177.0	189.0	True
OG0011008	Castanea_mollissima	Liriodendron_chinense	Lchi11296	CmMahoganyH2.09G115900.1.v1.1	background	True	True	Lchi11296	CmMahoganyH2.09G115900.1.v1.1	chr4	31200347	31212326	-	720	Chr09	25317688	25321801	-	2627	2	1	True	block_4	3	False	False							missing_cds			True
OG0001394	Castanea_mollissima	Liriodendron_chinense	Lchi16181	CmMahoganyH2.01G365400.1.v1.1	background	True	True	Lchi16181	CmMahoganyH2.01G365400.1.v1.1	chr4	80697772	80708959	-	1518	Chr01	87254345	87259610	-	8388	2	1	True	block_6	3	False	False							missing_cds			True
OG0005697	Castanea_mollissima	Liriodendron_chinense	Lchi02221	CmMahoganyH2.07G101700.1.v1.1	background	True	True	Lchi02221	CmMahoganyH2.07G101700.1.v1.1	chr4	89890584	89913987	+	1825	Chr07	29540116	29552120	+	2322	2	1	True	block_3	3	False	False							missing_cds			True
OG0008760	Castanea_mollissima	Liriodendron_chinense	Lchi26403	CmMahoganyH2.01G248000.1.v1.1	background	True	True	Lchi26403	CmMahoganyH2.01G248000.1.v1.1	chr5	596557	598052	-	24	Chr01	61548675	61550912	-	5743	2	1	True	block_1	4	False	True							missing_cds			True
OG0007277	Castanea_mollissima	Liriodendron_chinense	Lchi22916	CmMahoganyH2.02G102100.1.v1.1	background	True	True	Lchi22916	CmMahoganyH2.02G102100.1.v1.1	chr5	13989862	14012422	-	413	Chr02	24129788	24137859	-	2348	2	-1	True	block_1	3	False	False							missing_cds			True
OG0015175	Castanea_mollissima	Liriodendron_chinense	Lchi27916	CmMahoganyH2.03G092100.1.v1.1	background	True	True	Lchi27916	CmMahoganyH2.03G092100.1.v1.1	chr5	60501351	60505692	-	1213	Chr03	26407681	26411494	+	2108	2	1	True	block_3	3	False	False							missing_cds			True
OG0000342	Castanea_mollissima	Liriodendron_chinense	Lchi06716	CmMahoganyH2.01G085200.1.v1.1	background	True	True	Lchi06716	CmMahoganyH2.01G085200.1.v1.1	chr6	723519	742183	-	23	Chr01	15903228	15903857	+	1942	7	-1	True	block_1	11	False	True							missing_cds			True
OG0005337	Castanea_mollissima	Liriodendron_chinense	Lchi03556	CmMahoganyH2.01G171100.1.v1.1	background	True	True	Lchi03556	CmMahoganyH2.01G171100.1.v1.1	chr6	15346716	15360530	-	512	Chr01	37334075	37339163	+	3937	3	1	True	block_2	6	False	False							missing_cds			True
OG0020220	Castanea_mollissima	Liriodendron_chinense	Lchi05551	CmMahoganyH2.01G305800.1.v1.1	background	True	True	Lchi05551	CmMahoganyH2.01G305800.1.v1.1	chr6	24023847	24025962	+	764	Chr01	73980373	73982688	-	7048	2	-1	True	block_6	3	False	True							missing_cds			True
OG0001748	Castanea_mollissima	Liriodendron_chinense	Lchi18370	CmMahoganyH2.09G080500.1.v1.1	background	True	True	Lchi18370	CmMahoganyH2.09G080500.1.v1.1	chr6	44429896	44439697	+	1168	Chr09	16518544	16522797	+	1819	4	1	True	block_2	4	False	False							missing_cds			True
OG0010233	Castanea_mollissima	Liriodendron_chinense	Lchi19663	CmMahoganyH2.01G088800.1.v1.1	background	True	True	Lchi19663	CmMahoganyH2.01G088800.1.v1.1	chr7	4551418	4577047	+	150	Chr01	16617906	16630431	-	2027	4	-1	True	block_1	6	False	False							missing_cds			True
OG0012041	Castanea_mollissima	Liriodendron_chinense	Lchi26066	CmMahoganyH2.09G150100.1.v1.1	background	True	True	Lchi26066	CmMahoganyH2.09G150100.1.v1.1	chr7	63113575	63122271	-	1101	Chr09	36918485	36923714	+	3455	2	-1	True	block_3	3	False	False							missing_cds			True
OG0008316	Castanea_mollissima	Liriodendron_chinense	Lchi20230	CmMahoganyH2.09G127300.1.v1.1	background	True	True	Lchi20230	CmMahoganyH2.09G127300.1.v1.1	chr8	3947158	3949566	+	119	Chr09	29890453	29893517	+	2920	4	1	True	block_2	5	True	False							missing_cds			True
OG0017188	Castanea_mollissima	Liriodendron_chinense	Lchi06063	CmMahoganyH2.10G043300.1.v1.1	background	True	True	Lchi06063	CmMahoganyH2.10G043300.1.v1.1	chr8	70359313	70364514	+	1323	Chr10	10644695	10646461	-	1000	2	-1	True	block_1	5	False	False							missing_cds			True
OG0009709	Liquidambar	Liriodendron_chinense	Lchi17309	KAK9284574.1	background	True	True	Lchi17309	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_4.605	chr1	238479	250605	+	6	CM077824.1	9127944	9135099	-	952	2	-1	True	block_1	3	False	False							missing_cds			True
OG0001041	Liquidambar	Liriodendron_chinense	Lchi13403	KAK9284479.1	candidate_core	True	True	Lchi13403	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_4.719	chr1	16093220	16112645	-	464	CM077824.1	11748461	11751004	+	1128	2	1	True	block_4	3	False	False							missing_cds			True
OG0003853	Liquidambar	Liriodendron_chinense	Lchi04718	KAK9269365.1	background	True	True	Lchi04718	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_14.1576	chr1	88557025	88572549	+	1662	CM077834.1	30338272	30344576	-	2483	4	-1	True	block_4	10	False	False							missing_cds			True
OG0006431	Liquidambar	Liriodendron_chinense	Lchi00974	KAK9269392.1	background	True	True	Lchi00974	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_14.1669	chr1	96015620	96034842	-	1874	CM077834.1	31371882	31374111	-	2659	3	1	True	block_5	10	True	False							missing_cds			True
OG0017309	Liquidambar	Liriodendron_chinense	Lchi00731	KAK9275614.1	background	True	True	Lchi00731	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_10.653	chr1	104122994	104124313	-	2116	CM077830.1	7772968	7774431	-	1189	2	1	True	block_3	3	False	False							missing_cds			True
OG0008328	Liquidambar	Liriodendron_chinense	Lchi06182	KAK9273742.1	background	True	True	Lchi06182	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_11.1628	chr1	111961405	111968192	-	2395	CM077831.1	33328953	33333584	+	2558	2	-1	True	block_10	4	True	False							missing_cds			True
OG0001378	Liquidambar	Liriodendron_chinense	Lchi06363	KAK9289089.1	background	True	True	Lchi06363	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_2.331	chr10	3824446	3852769	-	150	CM077822.1	3996199	4004551	-	588	5	1	True	block_4	8	False	False							missing_cds			True
OG0014592	Liquidambar	Liriodendron_chinense	Lchi04604	KAK9281916.1	background	True	True	Lchi04604	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_6.253	chr10	11327523	11354713	+	362	CM077826.1	1856340	1856772	+	461	2	1	True	block_5	9	False	False							missing_cds			True
OG0010256	Liquidambar	Liriodendron_chinense	Lchi19756	KAK9289075.1	background	True	True	Lchi19756	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_2.633	chr10	49394282	49442856	-	970	CM077822.1	7522309	7524377	+	1119	2	-1	True	block_9	3	False	False							missing_cds			True
OG0020212	Liquidambar	Liriodendron_chinense	Lchi13319	KAK9280912.1	background	True	True	Lchi13319	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_6.602	chr11	30929945	30935731	+	496	CM077826.1	5355607	5356614	+	1108	4	1	True	block_1	10	False	True							missing_cds			True
OG0010781	Liquidambar	Liriodendron_chinense	Lchi23486	KAK9277373.1	background	True	True	Lchi23486	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_9.1441	chr11	53611819	53621591	+	1094	CM077829.1	16096540	16103355	+	2620	2	1	True	block_5	3	False	False							missing_cds			True
OG0004087	Liquidambar	Liriodendron_chinense	Lchi01351	KAK9275193.1	background	True	True	Lchi01351	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_10.1950	chr11	57895018	57914314	-	1256	CM077830.1	36218728	36222865	-	3147	3	1	True	block_6	4	False	False							missing_cds			True
OG0007229	Liquidambar	Liriodendron_chinense	Lchi26150	KAK9272959.1	background	True	True	Lchi26150	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.1670	chr12	470019	491779	+	13	CM077832.1	30453616	30467265	-	2674	2	1	True	block_1	3	False	False							missing_cds			True
OG0002421	Liquidambar	Liriodendron_chinense	Lchi10583	KAK9290248.1	background	True	True	Lchi10583	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_1.1575	chr12	15725973	15833988	+	358	CM077821.1	38158212	38166845	-	2190	4	-1	True	block_5	7	False	False							missing_cds			True
OG0000296	Liquidambar	Liriodendron_chinense	Lchi07506	KAK9272103.1	candidate_core	True	True	Lchi07506	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.394	chr12	69642743	69666428	+	1138	CM077832.1	3541797	3549582	-	718	2	-1	True	block_2	9	False	False							missing_cds			True
OG0002094	Liquidambar	Liriodendron_chinense	Lchi09025	KAK9285293.1	background	True	True	Lchi09025	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_4.2061.1	chr13	2441593	2473044	-	85	CM077824.1	38695606	38710297	+	3107	4	-1	True	block_3	8	False	False							missing_cds			True
OG0012263	Liquidambar	Liriodendron_chinense	Lchi18262	KAK9270724.1	background	True	True	Lchi18262	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_13.1172	chr13	8186625	8211263	+	286	CM077833.1	24834244	24842606	+	1836	3	1	True	block_5	4	False	False							missing_cds			True
OG0002609	Liquidambar	Liriodendron_chinense	Lchi29068	KAK9272488.1	candidate_core	True	True	Lchi29068	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.813	chr13	41347102	41350503	+	803	CM077832.1	9092233	9095682	+	1419	2	1	True	block_2	3	False	False							missing_cds			True
OG0009665	Liquidambar	Liriodendron_chinense	Lchi09591	KAK9275800.1	background	True	True	Lchi09591	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_10.1098_1099	chr14	57816064	57841686	+	979	CM077830.1	15499625	15506343	-	1892	3	-1	True	block_2	10	False	False							missing_cds			True
OG0008083	Liquidambar	Liriodendron_chinense	Lchi03290	KAK9274487.1	background	True	True	Lchi03290	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_10.819	chr14	67326560	67335400	+	1238	CM077830.1	10418381	10420582	+	1435	2	-1	True	block_6	8	True	True	0.33246774274205904	2.45794326921584	0.1352625778251288	ML	500.0	0.5764462809917356	ok	1500.0	1683.0	True
OG0018424	Liquidambar	Liriodendron_chinense	Lchi08030	KAK9277414.1	background	True	True	Lchi08030	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_9.186	chr15	11032705	11036739	+	269	CM077829.1	1650175	1651245	-	356	2	1	True	block_1	6	True	True	0.4120514830197097	1.8490977831412532	0.22283920665337412	ML	191.0	0.47023809523809523	ok	573.0	978.0	True
OG0010624	Liquidambar	Liriodendron_chinense	Lchi12685	KAK9287764.1	background	True	True	Lchi12685	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_2.1023.3	chr15	55636713	55673008	+	960	CM077822.1	13952512	13965546	+	1770	5	1	True	block_2	6	False	False							missing_cds			True
OG0005621	Liquidambar	Liriodendron_chinense	Lchi08621	KAK9275765.1	background	True	True	Lchi08621	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_10.228	chr15	74385872	74398126	-	1605	CM077830.1	3220818	3228209	+	399	4	-1	True	block_1	6	False	False							missing_cds			True
OG0012888	Liquidambar	Liriodendron_chinense	Lchi14671	KAK9276104.1	background	True	True	Lchi14671	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_9.783	chr16	9101879	9108373	+	257	CM077829.1	7368905	7371922	-	1460	5	-1	True	block_1	6	False	False							missing_cds			True
OG0016049	Liquidambar	Liriodendron_chinense	Lchi13925	KAK9285052.1	background	True	True	Lchi13925	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_4.2014	chr16	27308938	27310738	+	635	CM077824.1	38326351	38327832	+	3029	4	1	True	block_5	7	False	True							missing_cds			True
OG0002959	Liquidambar	Liriodendron_chinense	Lchi16864	KAK9269587.1	candidate_core	True	True	Lchi16864	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_14.77	chr17	1943211	1952480	+	57	CM077834.1	957026	961907	-	94	4	-1	True	block_1	7	False	False							missing_cds			True
OG0007936	Liquidambar	Liriodendron_chinense	Lchi17433	KAK9269669.1	background	True	True	Lchi17433	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_14.1300	chr17	45499394	45503195	-	670	CM077834.1	25498643	25511271	+	2022	2	-1	True	block_7	4	False	False							missing_cds			True
OG0003327	Liquidambar	Liriodendron_chinense	Lchi25646	KAK9291197.1	candidate_core	True	True	Lchi25646	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_1.2343.1	chr18	588113	591951	+	19	CM077821.1	47437196	47441171	-	3542	3	-1	True	block_1	4	False	False							missing_cds			True
OG0005615	Liquidambar	Liriodendron_chinense	Lchi18177	KAK9269142.1	background	True	True	Lchi18177	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_14.1145	chr19	23345610	23399410	+	516	CM077834.1	22135782	22173853	-	1796	2	-1	True	block_2	3	False	False							missing_cds			True
OG0002359	Liquidambar	Liriodendron_chinense	Lchi25169	KAK9272318.1	candidate_core	True	True	Lchi25169	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.413	chr2	7661366	7669117	-	242	CM077832.1	3757144	3764340	+	754	3	-1	True	block_3	4	False	False							missing_cds			True
OG0010208	Liquidambar	Liriodendron_chinense	Lchi12136	KAK9270188.1	background	True	True	Lchi12136	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_13.1871	chr2	55479559	55515931	-	1067	CM077833.1	31748001	31752607	+	3108	3	-1	True	block_7	5	True	False							missing_cds			True
OG0010142	Liquidambar	Liriodendron_chinense	Lchi01835	KAK9270613.1	background	True	True	Lchi01835	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_13.628	chr2	75682256	75687906	-	1621	CM077833.1	18150801	18155678	+	866	2	-1	True	block_13	3	False	False							missing_cds			True
OG0004840	Liquidambar	Liriodendron_chinense	Lchi13750	KAK9285850.1	background	True	True	Lchi13750	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_4.1499	chr2	85450377	85471412	+	1892	CM077824.1	30722474	30733624	-	2134	2	-1	True	block_2	3	False	False							missing_cds			True
OG0001742	Liquidambar	Liriodendron_chinense	Lchi02865	KAK9272032.1	background	True	True	Lchi02865	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.690	chr2	94146149	94156592	-	2184	CM077832.1	7339289	7342690	-	1220	2	1	True	block_7	3	True	True	0.5052233642153676	4.247433387276211	0.11894791940206427	ML	348.0	0.5152439024390244	ok	1044.0	1413.0	True
OG0011588	Liquidambar	Liriodendron_chinense	Lchi26940	KAK9288815.1	background	True	True	Lchi26940	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_2.1219	chr3	26097180	26114880	+	737	CM077822.1	17741409	17749031	+	2060	2	-1	True	block_1	3	True	True	0.05327861082771227	1.2686409587211425	0.041996603106224745	ML	394.0	0.899390243902439	ok	1182.0	984.0	True
OG0020332	Liquidambar	Liriodendron_chinense	Lchi14775	KAK9287936.1	background	True	True	Lchi14775	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_2.2037	chr3	46016574	46020711	+	1264	CM077822.1	42836473	42838002	-	3134	5	-1	True	block_6	6	False	True							missing_cds			True
OG0008526	Liquidambar	Liriodendron_chinense	Lchi17183	KAK9288175.1	background	True	True	Lchi17183	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_2.1598	chr3	81012495	81105398	-	1812	CM077822.1	30028839	30060864	-	2532	3	1	True	block_10	4	False	False							missing_cds			True
OG0015361	Liquidambar	Liriodendron_chinense	Lchi04091	KAK9290362.1	background	True	True	Lchi04091	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_1.1326	chr4	10658229	10678991	-	280	CM077821.1	33513692	33518779	+	1820	2	-1	True	block_4	3	False	False							missing_cds			True
OG0001844	Liquidambar	Liriodendron_chinense	Lchi09356	KAK9285793.1	background	True	True	Lchi09356	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_4.2431	chr4	50005794	50008253	+	951	CM077824.1	42869787	42874799	+	3794	2	-1	True	block_3	3	False	True							missing_cds			True
OG0017395	Liquidambar	Liriodendron_chinense	Lchi02071	KAK9270114.1	background	True	True	Lchi02071	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_13.1131	chr4	85610875	85616442	+	1675	CM077833.1	24488137	24491384	+	1764	2	1	True	block_7	9	False	True							missing_cds			True
OG0014354	Liquidambar	Liriodendron_chinense	Lchi09770	KAK9271759.1	background	True	True	Lchi09770	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.1888	chr4	95697276	95702638	+	2024	CM077832.1	34378510	34385433	-	3032	2	-1	True	block_1	3	False	False							missing_cds			True
OG0000062	Liquidambar	Liriodendron_chinense	Lchi14338	KAK9277490.1	candidate_core	True	True	Lchi14338	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_9.638	chr4	101598491	101600199	-	2257	CM077829.1	6033674	6035921	-	1192	4	1	True	block_2	6	False	False							missing_cds			True
OG0011972	Liquidambar	Liriodendron_chinense	Lchi02488	KAK9276716.1	background	True	True	Lchi02488	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_9.112	chr5	3915487	3926002	-	150	CM077829.1	970802	975499	+	210	2	-1	True	block_3	3	False	False							missing_cds			True
OG0009656	Liquidambar	Liriodendron_chinense	Lchi16722	KAK9272568.1	background	True	True	Lchi16722	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.30	chr5	10728360	10734133	+	325	CM077832.1	222903	224422	-	54	4	-1	True	block_4	5	True	True	0.2700409263531262	3.765270976739044	0.07171885583305301	ML	306.0	0.6208053691275168	ok	918.0	906.0	True
OG0015320	Liquidambar	Liriodendron_chinense	Lchi27912	KAK9276669.1	background	True	True	Lchi27912	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_9.1344	chr5	60342258	60347005	+	1209	CM077829.1	14781983	14783245	+	2447	5	1	True	block_10	6	True	True	0.3884351782684112	13.428038238175898	0.02892717248630484	ML	408.0	0.5026595744680851	ok	1224.0	1260.0	True
OG0005056	Liquidambar	Liriodendron_chinense	Lchi06715	KAK9271211.1	background	True	True	Lchi06715	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_13.1980	chr6	689832	709509	-	22	CM077833.1	32647053	32655157	+	3308	5	-1	True	block_1	12	False	False							missing_cds			True
OG0009644	Liquidambar	Liriodendron_chinense	Lchi22386	KAK9274190.1	background	True	True	Lchi22386	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_11.1588	chr6	6479040	6522570	-	213	CM077831.1	32973141	32985251	+	2486	2	1	True	block_3	3	False	False							missing_cds			True
OG0015102	Liquidambar	Liriodendron_chinense	Lchi08878	KAK9269207.1	background	True	True	Lchi08878	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_14.1677	chr6	19461481	19462681	-	628	CM077834.1	31466845	31469094	+	2675	6	-1	True	block_2	13	False	False							missing_cds			True
OG0006908	Liquidambar	Liriodendron_chinense	Lchi17473	KAK9281409.1	background	True	True	Lchi17473	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_6.1368	chr6	35619835	35661187	+	966	CM077826.1	18205227	18226922	+	2440	3	1	True	block_4	4	False	False							missing_cds			True
OG0011289	Liquidambar	Liriodendron_chinense	Lchi19673	KAK9273901.1	background	True	True	Lchi19673	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_11.1269	chr7	4384022	4391641	+	140	CM077831.1	29368367	29372503	-	1894	5	-1	True	block_1	9	False	False							missing_cds			True
OG0004537	Liquidambar	Liriodendron_chinense	Lchi05813	KAK9272877.1	background	True	True	Lchi05813	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_12.1309	chr7	10321391	10357952	-	289	CM077832.1	18845008	18887155	-	2189	2	-1	True	block_1	3	False	False							missing_cds			True
OG0012715	Liquidambar	Liriodendron_chinense	Lchi24629	KAK9287599.1	background	True	True	Lchi24629	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_2.711	chr8	2672311	2676316	+	86	CM077822.1	8481074	8484443	+	1255	2	1	True	block_2	3	False	False							missing_cds			True
OG0005620	Liquidambar	Liriodendron_chinense	Lchi06586	KAK9275097.1	background	True	True	Lchi06586	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_10.346	chr8	47835595	47840838	+	887	CM077830.1	4614426	4617897	+	623	2	-1	True	block_1	5	False	False							missing_cds			True
OG0001041	Liquidambar	Liriodendron_chinense	Lchi06058	KAK9274262.1	candidate_core	True	True	Lchi06058	rna-gnl|WGS:JBBPBK|evm.model.HIC_ASM_11.753.1	chr8	70550885	70552647	-	1328	CM077831.1	22987596	22989276	-	953	2	1	True	block_3	4	False	False							missing_cds			True
