Orthogroup	source	in_orthofinder_single_copy_list	Castanea_mollissima	Cunninghamia_lanceolata_CULA	Liquidambar_formosana	Liriodendron_chinense	Picea_abies	Quercus_suber	Vitis_vinifera
OG0012373	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G080500.1.v1.1	CULA05G27740.2	KAK9270131.1	Lchi03366	MA_104176g0010	XP_023905097.1	XP_002274272.1
OG0012374	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G087700.1.v1.1	CULA06G53010.1	KAK9271262.1	Lchi00613	MA_10215114g0010	XP_023899971.1	XP_002263052.1
OG0012376	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G090500.1.v1.1	CULA11G33530.1	KAK9273788.1	Lchi19688	MA_680251g0010	XP_065619239.1	XP_002281957.1
OG0012377	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G096000.1.v1.1	CULA02G53300.1	KAK9279451.1	Lchi09633	MA_18584g0010	XP_023886431.1	XP_002285573.1
OG0012384	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G131900.1.v1.1	CULA02G00390.1	KAK9275578.1	Lchi06496	MA_139280g0010	XP_065637850.1	XP_010660021.1
OG0012385	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G134300.1.v1.1	CULA10G35380.1	KAK9274616.1	Lchi06480	MA_121907g0010	XP_023904895.1	XP_002280885.1
OG0012387	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G140100.1.v1.1	CULA06G12280.1	KAK9274875.1	Lchi00022	MA_10430893g0010	XP_065636209.1	XP_002269912.1
OG0012389	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G150800.1.v1.1	CULA02G06470.1	KAK9270468.1	Lchi33526	MA_10427853g0010	XP_023911167.2	XP_002269211.1
OG0012391	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G159500.1.v1.1	CULA09G24240.1	KAK9269910.1	Lchi14004	MA_51020g0020	XP_023922641.1	XP_002265135.1
OG0012395	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G167100.1.v1.1	CULA03G57200.1	KAK9272702.1	Lchi29504	MA_10280536g0010	XP_023910757.1	XP_010661108.1
OG0012397	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G167600.1.v1.1	CULA01G44330.1	KAK9272058.1	Lchi27190	MA_10436278g0010	XP_023910754.2	XP_002284191.1
OG0012398	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G168800.1.v1.1	CULA09G37800.1	KAK9269072.1	Lchi01008	MA_10426051g0010	XP_023893962.2	XP_002280942.1
OG0012399	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G172400.1.v1.1	CULA05G13560.1	KAK9275816.1	Lchi03571	MA_123340g0010	XP_023924762.2	XP_002280407.1
OG0012406	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G199800.1.v1.1	CULA08G39310.1	KAK9271667.1	Lchi25002	MA_185929g0010	XP_023916012.1	XP_019080686.1
OG0012407	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G200400.1.v1.1	CULA03G33910.1	KAK9272486.1	Lchi05896	MA_922767g0010	XP_023877021.2	XP_002274836.2
OG0012408	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G202700.1.v1.1	CULA02G41470.1	KAK9271873.1	Lchi19582	MA_10434974g0010	XP_023922068.2	XP_002270157.1
OG0012409	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G202800.1.v1.1	CULA11G23090.1	KAK9272660.1	Lchi05815	MA_556341g0010	XP_065623899.1	XP_002264144.1
OG0012410	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G209500.1.v1.1	CULA11G15870.1	KAK9275855.1	Lchi16802	MA_10435781g0010	XP_023905564.1	XP_002280767.1
OG0012412	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G212100.1.v1.1	CULA03G33800.1	KAK9275553.1	Lchi05176	MA_4773g0010	XP_023914410.1	XP_002281553.1
OG0012414	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G214900.1.v1.1	CULA07G08030.1	KAK9275873.1	Lchi00757	MA_5086g0010	XP_023914085.2	XP_002282308.1
OG0012415	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G215400.1.v1.1	CULA05G54260.1	KAK9274641.1	Lchi00734	MA_10427814g0010	XP_023885190.1	XP_002282381.1
OG0012417	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G224500.1.v1.1	CULA07G33750.1	KAK9272689.1	Lchi12201	MA_10429059g0010	XP_023870340.1	XP_002278556.2
OG0012419	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G226800.1.v1.1	CULA06G26180.4	KAK9272663.1	Lchi07950	MA_19558g0010	XP_065627869.1	XP_002278111.1
OG0012422	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G237600.1.v1.1	CULA03G29890.1	KAK9272209.1	Lchi02364	MA_10429833g0010	XP_023909307.1	XP_002276522.1
OG0012424	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G245700.1.v1.1	CULA02G33650.1	KAK9272960.1	Lchi22554	MA_10427952g0010	XP_065623939.1	XP_002270554.1
OG0012428	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G247700.1.v1.1	CULA01G48570.2	KAK9272382.1	Lchi20407	MA_10426382g0010	XP_065616582.1	XP_003633767.1
OG0012429	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G260500.1.v1.1	CULA02G03190.1	KAK9272347.1	Lchi11687	MA_41164g0010	XP_023912381.2	XP_002272292.2
OG0012432	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G266800.1.v1.1	CULA08G01450.1	KAK9287002.1	Lchi22882	MA_10433037g0010	XP_065628889.1	XP_002273877.1
OG0012433	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G268000.1.v1.1	CULA10G07690.1	KAK9271689.1	Lchi14375	MA_56094g0010	XP_023924517.2	XP_002277200.1
OG0012435	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G275700.1.v1.1	CULA10G03580.1	KAK9272670.1	Lchi23340	MA_59576g0010	XP_023876784.1	XP_002275276.3
OG0012438	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G284400.1.v1.1	CULA09G10940.3	KAK9272899.1	Lchi23114	MA_40506g0020	XP_023871112.2	XP_002277137.1
OG0012440	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G287000.1.v1.1	CULA02G38930.1	KAK9272754.1	Lchi16431	MA_932319g0010	XP_023884697.2	XP_002275669.2
OG0012441	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G293100.1.v1.1	CULA01G55350.1	KAK9271740.1	Lchi16081	MA_10436240g0010	XP_065619808.1	XP_010661103.2
OG0012442	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G297300.1.v1.1	CULA07G04060.1	KAK9268595.1	Lchi04685	MA_10427899g0010	XP_023876404.1	XP_002281353.1
OG0012443	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G298200.1.v1.1	CULA05G43070.1	KAK9269674.1	Lchi04697	MA_314327g0010	XP_023915995.1	XP_002281531.1
OG0012444	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G299000.1.v1.1	CULA02G00080.2	KAK9268455.1	Lchi04721	MA_960556g0010	XP_023894183.2	XP_002284876.1
OG0012447	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G315400.1.v1.1	CULA01G52160.1	KAK9269062.1	Lchi03313	MA_10432323g0010	XP_023912760.1	XP_002264212.1
OG0012449	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G322300.1.v1.1	CULA01G34020.1	KAK9285111.1	Lchi07034	MA_23553g0010	XP_023918557.2	XP_010662843.1
OG0012451	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G327000.1.v1.1	CULA04G28130.1	KAK9290283.1	Lchi20258	MA_77020g0010	XP_023883794.1	XP_002277066.1
OG0012452	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G328500.1.v1.1	CULA10G34680.2	KAK9275200.1	Lchi15634	MA_141060g0010	XP_065620745.1	XP_010656613.1
OG0012453	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G330300.1.v1.1	CULA03G56400.1	KAK9274792.1	Lchi03742	MA_30078g0010	XP_023913561.1	XP_002277519.1
OG0012455	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G333300.1.v1.1	CULA01G55430.2	KAK9275412.1	Lchi03698	MA_10430473g0010	XP_023883689.1	XP_002273237.1
OG0012457	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G338100.1.v1.1	CULA02G67910.1	KAK9275912.1	Lchi03665	MA_444126g0010	XP_065625519.1	XP_002263171.1
OG0012458	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G343100.1.v1.1	CULA02G46060.1	KAK9275394.1	Lchi03228	MA_10429638g0010	XP_065625785.1	XP_002270551.1
OG0012460	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G346800.1.v1.1	CULA07G48460.1	KAK9283208.1	Lchi05128	MA_20544g0010	XP_023913730.2	XP_002271128.1
OG0012462	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G360500.1.v1.1	CULA04G14450.1	KAK9286177.1	Lchi18508	MA_78775g0010	XP_023909248.1	XP_002263809.1
OG0012464	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G369400.1.v1.1	CULA01G49890.1	KAK9287365.1	Lchi01977	MA_111908g0010	XP_023904832.1	XP_002269518.2
OG0012470	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G006900.1.v1.1	CULA03G23810.1	KAK9288708.1	Lchi16793	MA_10433231g0010	XP_065623444.1	XP_010649942.1
OG0012471	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G015500.1.v1.1	CULASca15310.1	KAK9287610.1	Lchi03895	MA_10428190g0010	XP_065626570.1	XP_002282361.1
OG0012472	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G016400.1.v1.1	CULA06G37890.2	KAK9287715.1	Lchi12036	MA_10271g0010	XP_023926723.2	XP_002282170.1
OG0012473	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G023900.1.v1.1	CULA08G42480.1	KAK9289290.1	Lchi19724	MA_34680g0010	XP_023895698.2	NP_001268077.1
OG0012474	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G026300.1.v1.1	CULA05G24260.1	KAK9288434.1	Lchi19855	MA_207261g0010	XP_065627401.1	XP_002277614.1
OG0012475	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G026400.1.v1.1	CULA07G32950.1	KAK9289007.1	Lchi19846	MA_9520615g0010	XP_023879905.2	XP_002280269.1
OG0012476	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G026800.1.v1.1	CULA09G04240.1	KAK9275220.1	Lchi15505	MA_36944g0020	XP_065631093.1	XP_002272283.1
OG0012478	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G030000.1.v1.1	CULA05G26840.1	KAK9288141.1	Lchi07871	MA_10426913g0010	XP_023908059.1	XP_002277396.2
OG0012479	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G030300.1.v1.1	CULA05G44170.3	KAK9289266.1	Lchi16657	MA_20129g0010	XP_023908064.2	XP_010649846.1
OG0012480	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G033600.1.v1.1	CULA11G01100.1	KAK9288985.1	Lchi14512	MA_10437153g0010	XP_023897327.1	XP_002277039.1
OG0012481	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G037600.1.v1.1	CULA05G37000.1	KAK9288542.1	Lchi00474	MA_129451g0010	XP_023920413.2	XP_002276628.1
OG0012482	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G038400.1.v1.1	CULA05G48180.1	KAK9287785.1	Lchi04456	MA_102992g0020	XP_065625110.1	XP_002275787.1
OG0012484	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G047300.1.v1.1	CULA05G28520.1	KAK9288208.1	Lchi13887	MA_79020g0010	XP_065626298.1	XP_002262991.2
OG0012490	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G058300.1.v1.1	CULA07G07110.1	KAK9288248.1	Lchi00216	MA_10427302g0010	XP_065626629.1	XP_002276956.1
OG0012492	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G062900.1.v1.1	CULA09G17010.1	KAK9287724.1	Lchi00152	MA_266797g0010	XP_065626894.1	XP_002279647.1
OG0012494	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G066400.1.v1.1	CULA10G00310.1	KAK9288448.1	Lchi06344	MA_824803g0010	XP_023910681.2	XP_002262955.1
OG0012500	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G081000.1.v1.1	CULA08G01720.2	KAK9288125.1	Lchi24187	MA_8277171g0010	XP_023883896.2	XP_002284752.1
OG0012502	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G087900.1.v1.1	CULA08G28940.1	KAK9288631.1	Lchi21696	MA_10427239g0010	XP_023924676.1	XP_010650116.1
OG0012503	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G091400.1.v1.1	CULA04G58250.1	KAK9287764.1	Lchi12685	MA_20260g0010	XP_023901054.1	XP_002285452.1
OG0012506	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G097300.1.v1.1	CULA09G26910.1	KAK9282397.1	Lchi08261	MA_9290429g0010	XP_023888038.1	XP_002265849.1
OG0012507	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G097500.1.v1.1	CULA10G35850.5	KAK9289216.1	Lchi29543	MA_10431202g0010	XP_023928084.2	XP_002285610.1
OG0012508	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G098200.1.v1.1	CULA02G19200.1	KAK9287605.1	Lchi20092	MA_10427482g0010	XP_023928081.2	XP_002285620.1
OG0012509	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G101600.1.v1.1	CULA08G27220.1	KAK9287659.1	Lchi08289	MA_46288g0010	XP_023928773.1	XP_002267189.2
OG0012513	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G114200.1.v1.1	CULA10G45500.1	KAK9272699.1	Lchi26151	MA_10432924g0010	XP_023901253.2	XP_002282176.1
OG0012516	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G120900.1.v1.1	CULA08G16560.1	KAK9272753.1	Lchi14015	MA_10430592g0010	XP_023895400.1	XP_019076612.1
OG0012517	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G122600.1.v1.1	CULA07G51920.3	KAK9272711.1	Lchi02983	MA_35925g0020	XP_023883507.1	XP_002280295.1
OG0012518	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G127700.1.v1.1	CULA06G30710.1	KAK9284702.1	Lchi18460	MA_110148g0010	XP_023884400.2	XP_002269841.1
OG0012521	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G143300.1.v1.1	CULA09G35770.3	KAK9285332.1	Lchi18260	MA_10437211g0010	XP_065617362.1	NP_001290013.1
OG0012526	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G153900.1.v1.1	CULA03G06270.2	KAK9284311.1	Lchi08098	MA_10436489g0010	XP_023922575.2	XP_002284222.1
OG0012527	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G161400.1.v1.1	CULA01G54760.1	KAK9285943.1	Lchi16963	MA_22661g0010	XP_023876367.1	XP_002282885.1
OG0012528	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G161900.1.v1.1	CULA04G22560.1	KAK9284464.1	Lchi28037	MA_3471g0020	XP_023915091.1	XP_010652806.1
OG0012534	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G171400.1.v1.1	CULA09G28770.1	KAK9281191.1	Lchi09005	MA_10429518g0010	XP_023926632.2	XP_003635085.1
OG0012536	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G180300.1.v1.1	CULA06G15610.1	KAK9284219.1	Lchi33577	MA_92522g0010	XP_065616763.1	XP_010649139.1
OG0012539	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G188300.1.v1.1	CULA08G43260.1	KAK9284218.1	Lchi09679	MA_102379g0010	XP_065619340.1	XP_019074071.1
OG0012542	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G195400.1.v1.1	CULA08G44370.1	KAK9272652.1	Lchi09774	MA_10428943g0010	XP_065628856.1	XP_002268717.2
OG0012543	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G201700.1.v1.1	CULA03G10460.2	KAK9271701.1	Lchi14056	MA_9582737g0010	XP_065634294.1	XP_010652841.1
OG0012545	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G208300.1.v1.1	CULA10G46630.1	KAK9272970.1	Lchi04367	MA_3996g0010	XP_023927763.1	XP_002282764.2
OG0012546	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G209200.1.v1.1	CULA02G17060.3	KAK9284557.1	Lchi11206	MA_20115g0030	XP_023882755.2	XP_019074015.1
OG0012548	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G212100.1.v1.1	CULA02G15060.1	KAK9284209.1	Lchi23595	MA_10430085g0010	XP_023884684.1	XP_002278598.1
OG0012550	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G007800.1.v1.1	CULA08G28190.1	KAK9292159.1	Lchi00076	MA_10181246g0010	XP_023914234.2	XP_010659746.1
OG0012551	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G015600.1.v1.1	CULA07G08870.1	KAK9293161.1	Lchi06461	MA_314789g0010	XP_023917203.1	XP_002278016.3
OG0012552	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G020500.1.v1.1	CULA07G44610.1	KAK9291790.1	Lchi00141	MA_8401646g0010	XP_023891645.1	XP_002281646.1
OG0012553	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G021600.1.v1.1	CULA01G48010.1	KAK9292859.1	Lchi06373	MA_81231g0010	XP_023926437.1	XP_002281448.2
OG0012554	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G025900.1.v1.1	CULA05G09190.2	KAK9292390.1	Lchi20764	MA_10431992g0010	XP_065633608.1	XP_002278296.1
OG0012555	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G037000.1.v1.1	CULA05G52020.1	KAK9291308.1	Lchi00397	MA_10429014g0010	XP_023883370.2	XP_002279749.2
OG0012556	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G039500.1.v1.1	CULA09G02280.2	KAK9291398.1	Lchi12054	MA_10428941g0010	XP_065632346.1	XP_002284549.1
OG0012559	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G046200.1.v1.1	CULA05G26670.1	KAK9291434.1	Lchi22841	MA_10433010g0010	XP_023897935.2	XP_002284939.1
OG0012563	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G072700.1.v1.1	CULA05G13530.1	KAK9282277.1	Lchi10789	MA_134064g0010	XP_023870482.2	XP_002269450.1
OG0012564	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G075800.1.v1.1	CULA11G16160.1	KAK9292998.1	Lchi17236	MA_10204389g0010	XP_023926580.1	XP_010660117.1
OG0012571	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G100600.1.v1.1	CULA09G24080.2	KAK9274907.1	Lchi12511	MA_10429789g0020	XP_023909230.1	XP_002271878.2
OG0012572	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G101200.1.v1.1	CULA02G08920.4	KAK9275628.1	Lchi12523	MA_42352g0020	XP_065630921.1	XP_010654554.1
OG0012573	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G107400.1.v1.1	CULA05G47590.1	KAK9277674.1	Lchi11769	MA_764890g0010	XP_023873069.1	XP_002275396.1
OG0012575	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G109000.1.v1.1	CULA11G31690.1	KAK9277634.1	Lchi12229	MA_460253g0010	XP_023876614.1	XP_002271276.1
OG0012577	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G113600.1.v1.1	CULA05G31480.1	KAK9276292.1	Lchi02372	MA_10430187g0010	XP_023872423.1	XP_002270985.1
OG0012578	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G114800.1.v1.1	CULA05G38990.2	KAK9277764.1	Lchi16429	MA_327445g0010	XP_023875682.1	XP_010657252.1
OG0012580	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G117900.1.v1.1	CULA05G48240.1	KAK9277884.1	Lchi02477	MA_58424g0010	XP_023882142.1	XP_002265340.1
OG0012581	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G119300.1.v1.1	CULA06G41280.2	KAK9276731.1	Lchi02483	MA_10185649g0010	XP_023905782.1	XP_002266409.2
OG0012582	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G121500.1.v1.1	CULA11G11840.1	KAK9277014.1	Lchi22537	MA_10434295g0010	XP_023918519.1	XP_002276787.1
OG0012583	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G122100.1.v1.1	CULA03G34530.1	KAK9277577.1	Lchi22556	MA_10435790g0020	XP_023926711.1	XP_010655984.1
OG0012585	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G126700.1.v1.1	CULA06G39260.2	KAK9277414.1	Lchi08030	MA_10427223g0010	XP_023906560.1	XP_010655451.1
OG0012588	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G142900.1.v1.1	CULA04G35880.1	KAK9277756.1	Lchi10089	MA_104872g0010	XP_065637586.1	XP_002272662.1
OG0012590	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G144300.1.v1.1	CULA08G26900.1	KAK9275995.1	Lchi11394	MA_432573g0010	XP_023898199.1	XP_010646484.1
OG0012592	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G156300.2.v1.1	CULA02G62270.2	KAK9277038.1	Lchi23684	MA_9033g0010	XP_023906865.1	XP_002266222.1
OG0012593	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G157300.1.v1.1	CULA03G31070.2	KAK9277083.1	Lchi23712	MA_10435608g0010	XP_023877895.2	XP_010653065.1
OG0012594	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G166700.1.v1.1	CULA09G10480.2	KAK9276524.1	Lchi25982	MA_19954g0010	XP_023888647.2	XP_003631283.1
OG0012595	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G170900.1.v1.1	CULA04G58220.1	KAK9271878.1	Lchi22868	MA_10428009g0010	XP_023920533.2	XP_010657804.1
OG0012596	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G177100.1.v1.1	CULA03G20020.1	KAK9277691.1	Lchi02880	MA_45311g0010	XP_023893594.1	XP_010651872.1
OG0012597	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G177400.1.v1.1	CULA10G26070.1	KAK9277171.1	Lchi14349	MA_3406g0020	XP_023893650.2	XP_010655344.2
OG0012602	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G190400.1.v1.1	CULA01G51290.3	KAK9277096.1	Lchi12658	MA_10436610g0010	XP_023884641.1	XP_002274321.2
OG0012604	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G194400.1.v1.1	CULA03G78230.1	KAK9277610.1	Lchi14678	MA_164185g0010	XP_023880983.1	XP_002265598.1
OG0012605	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G000600.1.v1.1	CULA05G46520.1	KAK9289013.1	Lchi11756	MA_169555g0010	XP_023890796.2	XP_002280840.1
OG0012606	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G000700.1.v1.1	CULA04G44740.1	KAK9287894.1	Lchi26038	MA_81112g0010	XP_065619683.1	XP_002272730.1
OG0012608	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G013700.1.v1.1	CULA03G29820.1	KAK9265606.1	Lchi14750	MA_90870g0010	XP_023908336.1	XP_002278183.2
OG0012609	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G022300.1.v1.1	CULA01G47010.3	KAK9288548.1	Lchi16057	MA_91136g0010	XP_065631205.1	XP_002274062.2
OG0012613	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G032900.1.v1.1	CULA06G31980.2	KAK9288357.1	Lchi16137	MA_10243652g0010	XP_023884022.2	XP_002264387.1
OG0012614	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G033000.1.v1.1	CULA06G47220.1	KAK9285327.1	Lchi17347	MA_127987g0010	XP_023912528.1	XP_010657283.1
OG0012615	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G033800.1.v1.1	CULA06G32000.1	KAK9288384.1	Lchi16139	MA_10431721g0010	XP_065624171.1	XP_002264306.1
OG0012617	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G035400.1.v1.1	CULA09G36210.1	KAK9287717.1	Lchi27670	MA_10425774g0020	XP_023927459.1	XP_002263044.1
OG0012620	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G042900.1.v1.1	CULA07G04620.1	KAK9291311.1	Lchi01782	MA_11025g0010	XP_023881812.2	XP_002274138.2
OG0012621	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G043300.1.v1.1	CULA03G50550.2	KAK9291937.1	Lchi01779	MA_35531g0020	XP_023897151.2	XP_002262727.1
OG0012623	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G055300.1.v1.1	CULA03G37380.2	KAK9288503.1	Lchi06641	MA_101231g0010	XP_023890076.2	XP_010653032.1
OG0012625	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G060400.1.v1.1	CULA01G10050.1	KAK9292571.1	Lchi01647	MA_10221600g0010	XP_023871672.1	XP_002267329.1
OG0012626	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G062400.1.v1.1	CULA10G29320.1	KAK9266258.1	Lchi10176	MA_10432188g0010	XP_023882233.1	XP_002263858.1
OG0012627	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G065700.1.v1.1	CULA04G64980.1	KAK9278784.1	Lchi19716	MA_8234g0010	XP_065631637.1	XP_002271255.1
OG0012629	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G070700.1.v1.1	CULA01G71580.2	KAK9278546.1	Lchi16378	MA_10429827g0010	XP_065635090.1	XP_002278278.1
OG0012630	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G070900.1.v1.1	CULA01G76080.1	KAK9278505.1	Lchi16379	MA_10436268g0010	XP_023889105.1	XP_003634204.1
OG0012632	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G073800.1.v1.1	CULA01G69640.2	KAK9278911.1	Lchi20624	MA_28211g0010	XP_023912849.1	XP_002277812.1
OG0012633	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G074800.1.v1.1	CULA05G43780.1	KAK9278508.1	Lchi16206	MA_18588g0010	XP_023918678.1	XP_002280234.1
OG0012635	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G080700.1.v1.1	CULA10G19140.1	KAK9278750.1	Lchi24105	MA_181270g0010	XP_023929887.1	XP_002276428.1
OG0012637	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G085800.1.v1.1	CULA11G21850.1	KAK9289058.1	Lchi14421	MA_118438g0010	XP_023884907.1	XP_002273001.3
OG0012638	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G088300.1.v1.1	CULA01G26180.3	KAK9278841.1	Lchi29573	MA_10429471g0010	XP_023891357.1	XP_019081976.1
OG0012643	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G107800.1.v1.1	CULA03G58080.1	KAK9277995.1	Lchi14337	MA_65346g0010	XP_023894359.1	XP_002284856.1
OG0012644	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G114500.2.v1.1	CULA06G45770.2	KAK9277912.1	Lchi14384	MA_102591g0010	XP_023875041.1	XP_002282612.1
