Orthogroup	source	in_orthofinder_single_copy_list	Castanea_mollissima	Cunninghamia_lanceolata_CULA	Liquidambar_formosana	Liriodendron_chinense	Picea_abies	Quercus_suber	Vitis_vinifera
OG0012410	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G209500	CULA11G15870	L1049_023128	Lchi16802	MA_10435781g0010	XP_023905564.1	XP_002280767.1
OG0012412	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G212100	CULA03G33800	L1049_022820	Lchi05176	MA_4773g0010	XP_023914410.1	XP_002281553.1
OG0012414	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G214900	CULA07G08030	L1049_023146	Lchi00757	MA_5086g0010	XP_023914085.2	XP_002282308.1
OG0012415	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G215400	CULA05G54260	L1049_021892	Lchi00734	MA_10427814g0010	XP_023885190.1	XP_002282381.1
OG0012417	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G224500	CULA07G33750	L1049_003066	Lchi12201	MA_10429059g0010	XP_023870340.1	XP_002278556.2
OG0012419	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G226800	CULA06G26180	L1049_003039	Lchi07950	MA_19558g0010	XP_065627869.1	XP_002278111.1
OG0012422	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G237600	CULA03G29890	L1049_002580	Lchi02364	MA_10429833g0010	XP_023909307.1	XP_002276522.1
OG0012424	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G245700	CULA02G33650	L1049_003340	Lchi22554	MA_10427952g0010	XP_065623939.1	XP_002270554.1
OG0012428	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G247700	CULA01G48570	L1049_002753	Lchi20407	MA_10426382g0010	XP_065616582.1	XP_003633767.1
OG0012429	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G260500	CULA02G03190	L1049_002718	Lchi11687	MA_41164g0010	XP_023912381.2	XP_002272292.2
OG0012432	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G266800	CULA08G01450	L1049_015410	Lchi22882	MA_10433037g0010	XP_065628889.1	XP_002273877.1
OG0012433	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G268000	CULA10G07690	L1049_002052	Lchi14375	MA_56094g0010	XP_023924517.2	XP_002277200.1
OG0012435	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G275700	CULA10G03580	L1049_003047	Lchi23340	MA_59576g0010	XP_023876784.1	XP_002275276.3
OG0012438	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G284400	CULA09G10940	L1049_003278	Lchi23114	MA_40506g0020	XP_023871112.2	XP_002277137.1
OG0012440	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G287000	CULA02G38930	L1049_003131	Lchi16431	MA_932319g0010	XP_023884697.2	XP_002275669.2
OG0012441	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G293100	CULA01G55350	L1049_002103	Lchi16081	MA_10436240g0010	XP_065619808.1	XP_010661103.2
OG0012442	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G297300	CULA07G04060	L1049_000350	Lchi04685	MA_10427899g0010	XP_023876404.1	XP_002281353.1
OG0012443	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G298200	CULA05G43070	L1049_001452	Lchi04697	MA_314327g0010	XP_023915995.1	XP_002281531.1
OG0012444	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G299000	CULA02G00080	L1049_000206	Lchi04721	MA_960556g0010	XP_023894183.2	XP_002284876.1
OG0012447	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G315400	CULA01G52160	L1049_000830	Lchi03313	MA_10432323g0010	XP_023912760.1	XP_002264212.1
OG0012449	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G322300	CULA01G34020	L1049_024296	Lchi07034	MA_23553g0010	XP_023918557.2	XP_010662843.1
OG0012451	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G327000	CULA04G28130	L1049_008450	Lchi20258	MA_77020g0010	XP_023883794.1	XP_002277066.1
OG0012452	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G328500	CULA10G34680	L1049_022461	Lchi15634	MA_141060g0010	XP_065620745.1	XP_010656613.1
OG0012453	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G330300	CULA03G56400	L1049_022044	Lchi03742	MA_30078g0010	XP_023913561.1	XP_002277519.1
OG0012455	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G333300	CULA01G55430	L1049_022676	Lchi03698	MA_10430473g0010	XP_023883689.1	XP_002273237.1
OG0012457	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G338100	CULA02G67910	L1049_023186	Lchi03665	MA_444126g0010	XP_065625519.1	XP_002263171.1
OG0012458	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G343100	CULA02G46060	L1049_022658	Lchi03228	MA_10429638g0010	XP_065625785.1	XP_002270551.1
OG0012460	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G346800	CULA07G48460	L1049_011444	Lchi05128	MA_20544g0010	XP_023913730.2	XP_002271128.1
OG0012462	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G360500	CULA04G14450	L1049_014560	Lchi18508	MA_78775g0010	XP_023909248.1	XP_002263809.1
OG0012464	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G369400	CULA01G49890	L1049_015782	Lchi01977	MA_111908g0010	XP_023904832.1	XP_002269518.2
OG0012470	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G006900	CULA03G23810	L1049_017171	Lchi16793	MA_10433231g0010	XP_065623444.1	XP_010649942.1
OG0012471	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G015500	CULASca15310.1	L1049_016045	Lchi03895	MA_10428190g0010	XP_065626570.1	XP_002282361.1
OG0012472	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G016400	CULA06G37890	L1049_016154	Lchi12036	MA_10271g0010	XP_023926723.2	XP_002282170.1
OG0012473	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G023900	CULA08G42480	L1049_017766	Lchi19724	MA_34680g0010	XP_023895698.2	NP_001268077.1
OG0012474	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G026300	CULA05G24260	L1049_016891	Lchi19855	MA_207261g0010	XP_065627401.1	XP_002277614.1
OG0012475	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G026400	CULA07G32950	L1049_017478	Lchi19846	MA_9520615g0010	XP_023879905.2	XP_002280269.1
OG0012476	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G026800	CULA09G04240	L1049_022482	Lchi15505	MA_36944g0020	XP_065631093.1	XP_002272283.1
OG0012478	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G030000	CULA05G26840	L1049_016589	Lchi07871	MA_10426913g0010	XP_023908059.1	XP_002277396.2
OG0012479	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G030300	CULA05G44170	L1049_017742	Lchi16657	MA_20129g0010	XP_023908064.2	XP_010649846.1
OG0012480	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G033600	CULA11G01100	L1049_017456	Lchi14512	MA_10437153g0010	XP_023897327.1	XP_002277039.1
OG0012481	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G037600	CULA05G37000	L1049_017001	Lchi00474	MA_129451g0010	XP_023920413.2	XP_002276628.1
OG0012482	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G038400	CULA05G48180	L1049_016225	Lchi04456	MA_102992g0020	XP_065625110.1	XP_002275787.1
OG0012484	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G047300	CULA05G28520	L1049_016657	Lchi13887	MA_79020g0010	XP_065626298.1	XP_002262991.2
OG0012490	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G058300	CULA07G07110	L1049_016698	Lchi00216	MA_10427302g0010	XP_065626629.1	XP_002276956.1
OG0012492	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G062900	CULA09G17010	L1049_016164	Lchi00152	MA_266797g0010	XP_065626894.1	XP_002279647.1
OG0012494	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G066400	CULA10G00310	L1049_016905	Lchi06344	MA_824803g0010	XP_023910681.2	XP_002262955.1
OG0012500	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G081000	CULA08G01720	L1049_016573	Lchi24187	MA_8277171g0010	XP_023883896.2	XP_002284752.1
OG0012502	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G087900	CULA08G28940	L1049_017091	Lchi21696	MA_10427239g0010	XP_023924676.1	XP_010650116.1
OG0012503	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G091400	CULA04G58250	L1049_016204	Lchi12685	MA_20260g0010	XP_023901054.1	XP_002285452.1
OG0012506	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G097300	CULA09G26910	L1049_005314	Lchi08261	MA_9290429g0010	XP_023888038.1	XP_002265849.1
OG0012507	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G097500	CULA10G35850	L1049_017690	Lchi29543	MA_10431202g0010	XP_023928084.2	XP_002285610.1
OG0012508	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G098200	CULA02G19200	L1049_016040	Lchi20092	MA_10427482g0010	XP_023928081.2	XP_002285620.1
OG0012509	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G101600	CULA08G27220	L1049_016096	Lchi08289	MA_46288g0010	XP_023928773.1	XP_002267189.2
OG0012513	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G114200	CULA10G45500	L1049_003076	Lchi26151	MA_10432924g0010	XP_023901253.2	XP_002282176.1
OG0012516	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G120900	CULA08G16560	L1049_003130	Lchi14015	MA_10430592g0010	XP_023895400.1	XP_019076612.1
OG0012517	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G122600	CULA07G51920	L1049_003088	Lchi02983	MA_35925g0020	XP_023883507.1	XP_002280295.1
OG0012518	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G127700	CULA06G30710	L1049_023878	Lchi18460	MA_110148g0010	XP_023884400.2	XP_002269841.1
OG0012521	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G143300	CULA09G35770	L1049_024523	Lchi18260	MA_10437211g0010	XP_065617362.1	NP_001290013.1
OG0012526	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G153900	CULA03G06270	L1049_023482	Lchi08098	MA_10436489g0010	XP_023922575.2	XP_002284222.1
OG0012527	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G161400	CULA01G54760	L1049_025145	Lchi16963	MA_22661g0010	XP_023876367.1	XP_002282885.1
OG0012528	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G161900	CULA04G22560	L1049_023637	Lchi28037	MA_3471g0020	XP_023915091.1	XP_010652806.1
OG0012534	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G171400	CULA09G28770	L1049_004086	Lchi09005	MA_10429518g0010	XP_023926632.2	XP_003635085.1
OG0012536	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G180300	CULA06G15610	L1049_023388	Lchi33577	MA_92522g0010	XP_065616763.1	XP_010649139.1
OG0012539	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G188300	CULA08G43260	L1049_023387	Lchi09679	MA_102379g0010	XP_065619340.1	XP_019074071.1
OG0012542	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G195400	CULA08G44370	L1049_003028	Lchi09774	MA_10428943g0010	XP_065628856.1	XP_002268717.2
OG0012543	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G201700	CULA03G10460	L1049_002064	Lchi14056	MA_9582737g0010	XP_065634294.1	XP_010652841.1
OG0012545	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G208300	CULA10G46630	L1049_003350	Lchi04367	MA_3996g0010	XP_023927763.1	XP_002282764.2
OG0012546	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G209200	CULA02G17060	L1049_023732	Lchi11206	MA_20115g0030	XP_023882755.2	XP_019074015.1
OG0012548	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G212100	CULA02G15060	L1049_023378	Lchi23595	MA_10430085g0010	XP_023884684.1	XP_002278598.1
OG0012550	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G007800	CULA08G28190	L1049_020118	Lchi00076	MA_10181246g0010	XP_023914234.2	XP_010659746.1
OG0012551	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G015600	CULA07G08870	L1049_021148	Lchi06461	MA_314789g0010	XP_023917203.1	XP_002278016.3
OG0012552	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G020500	CULA07G44610	L1049_019740	Lchi00141	MA_8401646g0010	XP_023891645.1	XP_002281646.1
OG0012553	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G021600	CULA01G48010	L1049_020840	Lchi06373	MA_81231g0010	XP_023926437.1	XP_002281448.2
OG0012554	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G025900	CULA05G09190	L1049_020357	Lchi20764	MA_10431992g0010	XP_065633608.1	XP_002278296.1
OG0012555	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G037000	CULA05G52020	L1049_019253	Lchi00397	MA_10429014g0010	XP_023883370.2	XP_002279749.2
OG0012556	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G039500	CULA09G02280	L1049_019345	Lchi12054	MA_10428941g0010	XP_065632346.1	XP_002284549.1
OG0012559	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G046200	CULA05G26670	L1049_019381	Lchi22841	MA_10433010g0010	XP_023897935.2	XP_002284939.1
OG0012563	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G072700	CULA05G13530	L1049_005191	Lchi10789	MA_134064g0010	XP_023870482.2	XP_002269450.1
OG0012564	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G075800	CULA11G16160	L1049_020981	Lchi17236	MA_10204389g0010	XP_023926580.1	XP_010660117.1
OG0012571	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G100600	CULA09G24080	L1049_022161	Lchi12511	MA_10429789g0020	XP_023909230.1	XP_002271878.2
OG0012572	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G101200	CULA02G08920	L1049_022895	Lchi12523	MA_42352g0020	XP_065630921.1	XP_010654554.1
OG0012573	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G107400	CULA05G47590	L1049_007221	Lchi11769	MA_764890g0010	XP_023873069.1	XP_002275396.1
OG0012575	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G109000	CULA11G31690	L1049_007180	Lchi12229	MA_460253g0010	XP_023876614.1	XP_002271276.1
OG0012577	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G113600	CULA05G31480	L1049_005823	Lchi02372	MA_10430187g0010	XP_023872423.1	XP_002270985.1
OG0012578	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G114800	CULA05G38990	L1049_007311	Lchi16429	MA_327445g0010	XP_023875682.1	XP_010657252.1
OG0012580	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G117900	CULA05G48240	L1049_027441	Lchi02477	MA_58424g0010	XP_023882142.1	XP_002265340.1
OG0012581	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G119300	CULA06G41280	L1049_006267	Lchi02483	MA_10185649g0010	XP_023905782.1	XP_002266409.2
OG0012582	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G121500	CULA11G11840	L1049_006553	Lchi22537	MA_10434295g0010	XP_023918519.1	XP_002276787.1
OG0012583	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G122100	CULA03G34530	L1049_007122	Lchi22556	MA_10435790g0020	XP_023926711.1	XP_010655984.1
OG0012585	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G126700	CULA06G39260	L1049_006957	Lchi08030	MA_10427223g0010	XP_023906560.1	XP_010655451.1
OG0012588	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G142900	CULA04G35880	L1049_007303	Lchi10089	MA_104872g0010	XP_065637586.1	XP_002272662.1
OG0012590	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G144300	CULA08G26900	L1049_005526	Lchi11394	MA_432573g0010	XP_023898199.1	XP_010646484.1
OG0012592	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G156300	CULA02G62270	L1049_006577	Lchi23684	MA_9033g0010	XP_023906865.1	XP_002266222.1
OG0012593	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G157300	CULA03G31070	L1049_006622	Lchi23712	MA_10435608g0010	XP_023877895.2	XP_010653065.1
OG0012594	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G166700	CULA09G10480	L1049_006058	Lchi25982	MA_19954g0010	XP_023888647.2	XP_003631283.1
OG0012595	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G170900	CULA04G58220	L1049_002243	Lchi22868	MA_10428009g0010	XP_023920533.2	XP_010657804.1
OG0012596	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G177100	CULA03G20020	L1049_007238	Lchi02880	MA_45311g0010	XP_023893594.1	XP_010651872.1
OG0012597	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G177400	CULA10G26070	L1049_006710	Lchi14349	MA_3406g0020	XP_023893650.2	XP_010655344.2
OG0012602	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G190400	CULA01G51290	L1049_006635	Lchi12658	MA_10436610g0010	XP_023884641.1	XP_002274321.2
OG0012604	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G194400	CULA03G78230	L1049_007156	Lchi14678	MA_164185g0010	XP_023880983.1	XP_002265598.1
OG0012605	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G000600	CULA05G46520	L1049_017484	Lchi11756	MA_169555g0010	XP_023890796.2	XP_002280840.1
OG0012606	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G000700	CULA04G44740	L1049_016337	Lchi26038	MA_81112g0010	XP_065619683.1	XP_002272730.1
OG0012608	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G013700	CULA03G29820	L1049_010776	Lchi14750	MA_90870g0010	XP_023908336.1	XP_002278183.2
OG0012609	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G022300	CULA01G47010	L1049_017007	Lchi16057	MA_91136g0010	XP_065631205.1	XP_002274062.2
OG0012613	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G032900	CULA06G31980	L1049_016810	Lchi16137	MA_10243652g0010	XP_023884022.2	XP_002264387.1
OG0012614	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G033000	CULA06G47220	L1049_024518	Lchi17347	MA_127987g0010	XP_023912528.1	XP_010657283.1
OG0012615	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G033800	CULA06G32000	L1049_016839	Lchi16139	MA_10431721g0010	XP_065624171.1	XP_002264306.1
OG0012617	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G035400	CULA09G36210	L1049_016156	Lchi27670	MA_10425774g0020	XP_023927459.1	XP_002263044.1
OG0012620	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G042900	CULA07G04620	L1049_019256	Lchi01782	MA_11025g0010	XP_023881812.2	XP_002274138.2
OG0012621	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G043300	CULA03G50550	L1049_019889	Lchi01779	MA_35531g0020	XP_023897151.2	XP_002262727.1
OG0012623	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G055300	CULA03G37380	L1049_016962	Lchi06641	MA_101231g0010	XP_023890076.2	XP_010653032.1
OG0012625	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G060400	CULA01G10050	L1049_020545	Lchi01647	MA_10221600g0010	XP_023871672.1	XP_002267329.1
OG0012626	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G062400	CULA10G29320	L1049_000046	Lchi10176	MA_10432188g0010	XP_023882233.1	XP_002263858.1
OG0012627	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G065700	CULA04G64980	L1049_028362	Lchi19716	MA_8234g0010	XP_065631637.1	XP_002271255.1
OG0012629	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G070700	CULA01G71580	L1049_028115	Lchi16378	MA_10429827g0010	XP_065635090.1	XP_002278278.1
OG0012630	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G070900	CULA01G76080	L1049_028072	Lchi16379	MA_10436268g0010	XP_023889105.1	XP_003634204.1
OG0012632	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G073800	CULA01G69640	L1049_028492	Lchi20624	MA_28211g0010	XP_023912849.1	XP_002277812.1
OG0012633	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G074800	CULA05G43780	L1049_028075	Lchi16206	MA_18588g0010	XP_023918678.1	XP_002280234.1
OG0012635	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G080700	CULA10G19140	L1049_028327	Lchi24105	MA_181270g0010	XP_023929887.1	XP_002276428.1
OG0012637	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G085800	CULA11G21850	L1049_017529	Lchi14421	MA_118438g0010	XP_023884907.1	XP_002273001.3
OG0012638	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G088300	CULA01G26180	L1049_028420	Lchi29573	MA_10429471g0010	XP_023891357.1	XP_019081976.1
OG0012643	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G107800	CULA03G58080	L1049_027552	Lchi14337	MA_65346g0010	XP_023894359.1	XP_002284856.1
OG0012644	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G114500	CULA06G45770	L1049_027469	Lchi14384	MA_102591g0010	XP_023875041.1	XP_002282612.1
OG0012649	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G143000	CULA02G03570	L1049_027933	Lchi10308	MA_82669g0010	XP_023922085.1	XP_002276849.2
OG0012650	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G146400	CULA07G50120	L1049_028494	Lchi25555	MA_10433971g0010	XP_023894214.2	XP_002278792.2
OG0012651	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G150500	CULA01G48500	L1049_027899	Lchi10261	MA_937859g0010	XP_065636159.1	XP_002276501.1
OG0012653	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G157500	CULA01G73960	L1049_028058	Lchi02606	MA_10432175g0010	XP_065630326.1	XP_002279916.1
OG0012655	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G162600	CULA03G35430	L1049_027771	Lchi02505	MA_2211g0010	XP_065626601.1	XP_002280221.1
OG0012661	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G015600	CULA11G34150	L1049_004550	Lchi02745	MA_10429986g0010	XP_065630044.1	XP_002274016.1
OG0012665	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G026700	CULA09G04680	L1049_022846	Lchi15500	MA_450000g0010	XP_065618226.1	XP_002272694.1
OG0012666	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G028600	CULA09G26890	L1049_003696	Lchi00793	MA_10193025g0010	XP_023882784.2	XP_010654541.1
OG0012669	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G043100	CULA09G31260	L1049_004180	Lchi00911	MA_10432740g0010	XP_065637214.1	XP_010654620.1
OG0012670	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G045000	CULA03G46150	L1049_006399	Lchi07503	MA_356784g0010	XP_023898537.2	XP_002267500.1
OG0012671	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G055700	CULA09G38070	L1049_004129	Lchi08821	MA_201242g0020	XP_065624724.1	XP_010654675.1
OG0012673	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G059500	CULA11G17260	L1049_004621	Lchi33394	MA_10429958g0030	XP_023909408.2	XP_019077955.1
OG0012676	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G081300	CULA06G57820	L1049_010025	Lchi19344	MA_258650g0010	XP_023924077.1	XP_002270799.3
OG0012677	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G082300	CULA04G03620	L1049_009942	Lchi17339	MA_230716g0010	XP_023879859.1	XP_010646777.1
OG0012678	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G083900	CULA01G52470	L1049_004581	Lchi03695	MA_13250g0010	XP_023873875.1	XP_002272047.2
OG0012679	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G086000	CULA01G09250	L1049_010135	Lchi19316	MA_469702g0010	XP_023877234.1	XP_003635420.1
OG0012680	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G086900	CULA07G46320	L1049_010409	Lchi19309	MA_85544g0010	XP_023877477.1	XP_010655426.1
OG0012686	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G123000	CULA07G33810	L1049_010397	Lchi06988	MA_332596g0010	XP_023916814.1	XP_002276135.1
OG0012687	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G124200	CULA07G44780	L1049_009606	Lchi09117	MA_405561g0010	XP_023897955.2	XP_002276613.1
OG0012690	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G129300	CULA02G27180	L1049_009692	Lchi18890	MA_61548g0010	XP_023903381.1	XP_002267244.1
OG0012691	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G132400	CULA10G26600	L1049_027694	Lchi27851	MA_10148529g0010	XP_023921134.2	XP_002267109.1
OG0012692	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G133800	CULA03G76280	L1049_010211	Lchi30204	MA_16054g0010	XP_023920352.1	XP_002280687.1
OG0012693	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G135600	CULA10G08790	L1049_009963	Lchi11130	MA_768g0010	XP_065629589.1	XP_002281594.1
OG0012694	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G137500	CULA07G38290	L1049_010252	Lchi15447	MA_10435561g0010	XP_023919944.2	XP_002263658.2
OG0012698	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G146100	CULA05G04930	L1049_009774	Lchi27270	MA_82134g0010	XP_065630302.1	XP_010655787.1
OG0012700	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G152300	CULA07G53400	L1049_009602	Lchi14602	MA_10433419g0010	XP_023927419.2	XP_002265269.2
OG0012704	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G180400	CULA05G37770	L1049_010196	Lchi21881	MA_126556g0010	XP_023904590.1	XP_002267126.1
OG0012705	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G182000	CULA01G43790	L1049_001666	Lchi12921	MA_17639g0020	XP_023920166.2	XP_002268248.1
OG0012712	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G000300	CULA07G50440	L1049_000325	Lchi19052	MA_54782g0010	XP_023918192.1	XP_002267156.1
OG0012713	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G001700	CULA02G30470	L1049_000083	Lchi19038	MA_100910g0020	XP_023886295.1	XP_002264233.2
OG0012714	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G021200	CULA01G30090	L1049_000672	Lchi12399	MA_10432148g0010	XP_023873582.1	XP_002265045.1
OG0012716	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G025800	CULA02G42090	L1049_001424	Lchi07151	MA_43405g0010	XP_065619508.1	XP_002274964.1
OG0012720	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G033500	CULA09G29970	L1049_000240	Lchi09247	MA_10435727g0010	XP_065632456.1	XP_003634715.1
OG0012721	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G038500	CULA07G32810	L1049_001407	Lchi23015	MA_8687206g0010	XP_023889061.2	XP_002279971.1
OG0012722	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G043100	CULA09G25110	L1049_001260	Lchi12963	MA_450177g0010	XP_065634066.1	XP_002281441.1
