Orthogroup	source	C_mollissima	Liriodendron_hybrid	V_vinifera	n_Cunninghamia_lanceolata_CULA	n_Liquidambar_formosana	n_Picea_abies	n_Quercus_suber
OG0012424	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G245700	Lc__Lchi22554	Vv__XP_002270554.1	1	1	1	1
OG0012428	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G247700	Lc__Lchi20407	Vv__XP_003633767.1	1	1	1	1
OG0012429	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G260500	Lc__Lchi11687	Vv__XP_002272292.2	1	1	1	1
OG0012432	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G266800	Lc__Lchi22882	Vv__XP_002273877.1	1	1	1	1
OG0012433	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G268000	Lc__Lchi14375	Vv__XP_002277200.1	1	1	1	1
OG0012435	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G275700	Lc__Lchi23340	Vv__XP_002275276.3	1	1	1	1
OG0012438	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G284400	Lc__Lchi23114	Vv__XP_002277137.1	1	1	1	1
OG0012440	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G287000	Lc__Lchi16431	Vv__XP_002275669.2	1	1	1	1
OG0012441	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G293100	Lc__Lchi16081	Vv__XP_010661103.2	1	1	1	1
OG0012442	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G297300	Lc__Lchi04685	Vv__XP_002281353.1	1	1	1	1
OG0012443	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G298200	Lc__Lchi04697	Vv__XP_002281531.1	1	1	1	1
OG0012444	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G299000	Lc__Lchi04721	Vv__XP_002284876.1	1	1	1	1
OG0012447	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G315400	Lc__Lchi03313	Vv__XP_002264212.1	1	1	1	1
OG0012449	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G322300	Lc__Lchi07034	Vv__XP_010662843.1	1	1	1	1
OG0012451	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G327000	Lc__Lchi20258	Vv__XP_002277066.1	1	1	1	1
OG0012452	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G328500	Lc__Lchi15634	Vv__XP_010656613.1	1	1	1	1
OG0012453	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G330300	Lc__Lchi03742	Vv__XP_002277519.1	1	1	1	1
OG0012455	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G333300	Lc__Lchi03698	Vv__XP_002273237.1	1	1	1	1
OG0012457	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G338100	Lc__Lchi03665	Vv__XP_002263171.1	1	1	1	1
OG0012458	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G343100	Lc__Lchi03228	Vv__XP_002270551.1	1	1	1	1
OG0012460	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G346800	Lc__Lchi05128	Vv__XP_002271128.1	1	1	1	1
OG0012462	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G360500	Lc__Lchi18508	Vv__XP_002263809.1	1	1	1	1
OG0012464	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G369400	Lc__Lchi01977	Vv__XP_002269518.2	1	1	1	1
OG0012470	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G006900	Lc__Lchi16793	Vv__XP_010649942.1	1	1	1	1
OG0012471	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G015500	Lc__Lchi03895	Vv__XP_002282361.1	1	1	1	1
OG0012472	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G016400	Lc__Lchi12036	Vv__XP_002282170.1	1	1	1	1
OG0012473	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G023900	Lc__Lchi19724	Vv__NP_001268077.1	1	1	1	1
OG0012474	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G026300	Lc__Lchi19855	Vv__XP_002277614.1	1	1	1	1
OG0012475	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G026400	Lc__Lchi19846	Vv__XP_002280269.1	1	1	1	1
OG0012476	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G026800	Lc__Lchi15505	Vv__XP_002272283.1	1	1	1	1
OG0012478	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G030000	Lc__Lchi07871	Vv__XP_002277396.2	1	1	1	1
OG0012479	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G030300	Lc__Lchi16657	Vv__XP_010649846.1	1	1	1	1
OG0012480	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G033600	Lc__Lchi14512	Vv__XP_002277039.1	1	1	1	1
OG0012481	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G037600	Lc__Lchi00474	Vv__XP_002276628.1	1	1	1	1
OG0012482	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G038400	Lc__Lchi04456	Vv__XP_002275787.1	1	1	1	1
OG0012484	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G047300	Lc__Lchi13887	Vv__XP_002262991.2	1	1	1	1
OG0012490	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G058300	Lc__Lchi00216	Vv__XP_002276956.1	1	1	1	1
OG0012492	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G062900	Lc__Lchi00152	Vv__XP_002279647.1	1	1	1	1
OG0012494	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G066400	Lc__Lchi06344	Vv__XP_002262955.1	1	1	1	1
OG0012500	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G081000	Lc__Lchi24187	Vv__XP_002284752.1	1	1	1	1
OG0012502	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G087900	Lc__Lchi21696	Vv__XP_010650116.1	1	1	1	1
OG0012503	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G091400	Lc__Lchi12685	Vv__XP_002285452.1	1	1	1	1
OG0012506	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G097300	Lc__Lchi08261	Vv__XP_002265849.1	1	1	1	1
OG0012507	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G097500	Lc__Lchi29543	Vv__XP_002285610.1	1	1	1	1
OG0012508	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G098200	Lc__Lchi20092	Vv__XP_002285620.1	1	1	1	1
OG0012509	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G101600	Lc__Lchi08289	Vv__XP_002267189.2	1	1	1	1
OG0012513	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G114200	Lc__Lchi26151	Vv__XP_002282176.1	1	1	1	1
OG0012516	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G120900	Lc__Lchi14015	Vv__XP_019076612.1	1	1	1	1
OG0012517	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G122600	Lc__Lchi02983	Vv__XP_002280295.1	1	1	1	1
OG0012518	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G127700	Lc__Lchi18460	Vv__XP_002269841.1	1	1	1	1
OG0012521	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G143300	Lc__Lchi18260	Vv__NP_001290013.1	1	1	1	1
OG0012526	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G153900	Lc__Lchi08098	Vv__XP_002284222.1	1	1	1	1
OG0012527	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G161400	Lc__Lchi16963	Vv__XP_002282885.1	1	1	1	1
OG0012528	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G161900	Lc__Lchi28037	Vv__XP_010652806.1	1	1	1	1
OG0012534	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G171400	Lc__Lchi09005	Vv__XP_003635085.1	1	1	1	1
OG0012536	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G180300	Lc__Lchi33577	Vv__XP_010649139.1	1	1	1	1
OG0012539	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G188300	Lc__Lchi09679	Vv__XP_019074071.1	1	1	1	1
OG0012542	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G195400	Lc__Lchi09774	Vv__XP_002268717.2	1	1	1	1
OG0012543	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G201700	Lc__Lchi14056	Vv__XP_010652841.1	1	1	1	1
OG0012545	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G208300	Lc__Lchi04367	Vv__XP_002282764.2	1	1	1	1
OG0012546	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G209200	Lc__Lchi11206	Vv__XP_019074015.1	1	1	1	1
OG0012548	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G212100	Lc__Lchi23595	Vv__XP_002278598.1	1	1	1	1
OG0012550	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G007800	Lc__Lchi00076	Vv__XP_010659746.1	1	1	1	1
OG0012551	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G015600	Lc__Lchi06461	Vv__XP_002278016.3	1	1	1	1
OG0012552	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G020500	Lc__Lchi00141	Vv__XP_002281646.1	1	1	1	1
OG0012553	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G021600	Lc__Lchi06373	Vv__XP_002281448.2	1	1	1	1
OG0012554	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G025900	Lc__Lchi20764	Vv__XP_002278296.1	1	1	1	1
OG0012555	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G037000	Lc__Lchi00397	Vv__XP_002279749.2	1	1	1	1
OG0012556	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G039500	Lc__Lchi12054	Vv__XP_002284549.1	1	1	1	1
OG0012559	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G046200	Lc__Lchi22841	Vv__XP_002284939.1	1	1	1	1
OG0012563	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G072700	Lc__Lchi10789	Vv__XP_002269450.1	1	1	1	1
OG0012564	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G075800	Lc__Lchi17236	Vv__XP_010660117.1	1	1	1	1
OG0012571	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G100600	Lc__Lchi12511	Vv__XP_002271878.2	1	1	1	1
OG0012572	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G101200	Lc__Lchi12523	Vv__XP_010654554.1	1	1	1	1
OG0012573	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G107400	Lc__Lchi11769	Vv__XP_002275396.1	1	1	1	1
OG0012575	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G109000	Lc__Lchi12229	Vv__XP_002271276.1	1	1	1	1
OG0012577	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G113600	Lc__Lchi02372	Vv__XP_002270985.1	1	1	1	1
OG0012578	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G114800	Lc__Lchi16429	Vv__XP_010657252.1	1	1	1	1
OG0012580	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G117900	Lc__Lchi02477	Vv__XP_002265340.1	1	1	1	1
OG0012581	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G119300	Lc__Lchi02483	Vv__XP_002266409.2	1	1	1	1
OG0012582	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G121500	Lc__Lchi22537	Vv__XP_002276787.1	1	1	1	1
OG0012583	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G122100	Lc__Lchi22556	Vv__XP_010655984.1	1	1	1	1
OG0012585	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G126700	Lc__Lchi08030	Vv__XP_010655451.1	1	1	1	1
OG0012588	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G142900	Lc__Lchi10089	Vv__XP_002272662.1	1	1	1	1
OG0012590	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G144300	Lc__Lchi11394	Vv__XP_010646484.1	1	1	1	1
OG0012592	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G156300	Lc__Lchi23684	Vv__XP_002266222.1	1	1	1	1
OG0012593	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G157300	Lc__Lchi23712	Vv__XP_010653065.1	1	1	1	1
OG0012594	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G166700	Lc__Lchi25982	Vv__XP_003631283.1	1	1	1	1
OG0012595	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G170900	Lc__Lchi22868	Vv__XP_010657804.1	1	1	1	1
OG0012596	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G177100	Lc__Lchi02880	Vv__XP_010651872.1	1	1	1	1
OG0012597	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G177400	Lc__Lchi14349	Vv__XP_010655344.2	1	1	1	1
OG0012602	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G190400	Lc__Lchi12658	Vv__XP_002274321.2	1	1	1	1
OG0012604	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G194400	Lc__Lchi14678	Vv__XP_002265598.1	1	1	1	1
OG0012605	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G000600	Lc__Lchi11756	Vv__XP_002280840.1	1	1	1	1
OG0012606	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G000700	Lc__Lchi26038	Vv__XP_002272730.1	1	1	1	1
OG0012608	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G013700	Lc__Lchi14750	Vv__XP_002278183.2	1	1	1	1
OG0012609	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G022300	Lc__Lchi16057	Vv__XP_002274062.2	1	1	1	1
OG0012613	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G032900	Lc__Lchi16137	Vv__XP_002264387.1	1	1	1	1
OG0012614	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G033000	Lc__Lchi17347	Vv__XP_010657283.1	1	1	1	1
OG0012615	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G033800	Lc__Lchi16139	Vv__XP_002264306.1	1	1	1	1
OG0012617	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G035400	Lc__Lchi27670	Vv__XP_002263044.1	1	1	1	1
OG0012620	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G042900	Lc__Lchi01782	Vv__XP_002274138.2	1	1	1	1
OG0012621	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G043300	Lc__Lchi01779	Vv__XP_002262727.1	1	1	1	1
OG0012623	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G055300	Lc__Lchi06641	Vv__XP_010653032.1	1	1	1	1
OG0012625	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G060400	Lc__Lchi01647	Vv__XP_002267329.1	1	1	1	1
OG0012626	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G062400	Lc__Lchi10176	Vv__XP_002263858.1	1	1	1	1
OG0012627	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G065700	Lc__Lchi19716	Vv__XP_002271255.1	1	1	1	1
OG0012629	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G070700	Lc__Lchi16378	Vv__XP_002278278.1	1	1	1	1
OG0012630	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G070900	Lc__Lchi16379	Vv__XP_003634204.1	1	1	1	1
OG0012632	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G073800	Lc__Lchi20624	Vv__XP_002277812.1	1	1	1	1
OG0012633	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G074800	Lc__Lchi16206	Vv__XP_002280234.1	1	1	1	1
OG0012635	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G080700	Lc__Lchi24105	Vv__XP_002276428.1	1	1	1	1
OG0012637	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G085800	Lc__Lchi14421	Vv__XP_002273001.3	1	1	1	1
OG0012638	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G088300	Lc__Lchi29573	Vv__XP_019081976.1	1	1	1	1
OG0012643	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G107800	Lc__Lchi14337	Vv__XP_002284856.1	1	1	1	1
OG0012644	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G114500	Lc__Lchi14384	Vv__XP_002282612.1	1	1	1	1
OG0012649	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G143000	Lc__Lchi10308	Vv__XP_002276849.2	1	1	1	1
OG0012650	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G146400	Lc__Lchi25555	Vv__XP_002278792.2	1	1	1	1
OG0012651	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G150500	Lc__Lchi10261	Vv__XP_002276501.1	1	1	1	1
OG0012653	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G157500	Lc__Lchi02606	Vv__XP_002279916.1	1	1	1	1
OG0012655	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G162600	Lc__Lchi02505	Vv__XP_002280221.1	1	1	1	1
OG0012661	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G015600	Lc__Lchi02745	Vv__XP_002274016.1	1	1	1	1
OG0012665	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G026700	Lc__Lchi15500	Vv__XP_002272694.1	1	1	1	1
OG0012666	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G028600	Lc__Lchi00793	Vv__XP_010654541.1	1	1	1	1
OG0012669	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G043100	Lc__Lchi00911	Vv__XP_010654620.1	1	1	1	1
OG0012670	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G045000	Lc__Lchi07503	Vv__XP_002267500.1	1	1	1	1
OG0012671	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G055700	Lc__Lchi08821	Vv__XP_010654675.1	1	1	1	1
OG0012673	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G059500	Lc__Lchi33394	Vv__XP_019077955.1	1	1	1	1
OG0012676	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G081300	Lc__Lchi19344	Vv__XP_002270799.3	1	1	1	1
OG0012677	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G082300	Lc__Lchi17339	Vv__XP_010646777.1	1	1	1	1
OG0012678	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G083900	Lc__Lchi03695	Vv__XP_002272047.2	1	1	1	1
OG0012679	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G086000	Lc__Lchi19316	Vv__XP_003635420.1	1	1	1	1
OG0012680	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G086900	Lc__Lchi19309	Vv__XP_010655426.1	1	1	1	1
OG0012686	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G123000	Lc__Lchi06988	Vv__XP_002276135.1	1	1	1	1
OG0012687	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G124200	Lc__Lchi09117	Vv__XP_002276613.1	1	1	1	1
OG0012690	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G129300	Lc__Lchi18890	Vv__XP_002267244.1	1	1	1	1
OG0012691	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G132400	Lc__Lchi27851	Vv__XP_002267109.1	1	1	1	1
OG0012692	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G133800	Lc__Lchi30204	Vv__XP_002280687.1	1	1	1	1
OG0012693	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G135600	Lc__Lchi11130	Vv__XP_002281594.1	1	1	1	1
OG0012694	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G137500	Lc__Lchi15447	Vv__XP_002263658.2	1	1	1	1
OG0012698	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G146100	Lc__Lchi27270	Vv__XP_010655787.1	1	1	1	1
OG0012700	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G152300	Lc__Lchi14602	Vv__XP_002265269.2	1	1	1	1
OG0012704	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G180400	Lc__Lchi21881	Vv__XP_002267126.1	1	1	1	1
OG0012705	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G182000	Lc__Lchi12921	Vv__XP_002268248.1	1	1	1	1
OG0012712	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G000300	Lc__Lchi19052	Vv__XP_002267156.1	1	1	1	1
OG0012713	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G001700	Lc__Lchi19038	Vv__XP_002264233.2	1	1	1	1
OG0012714	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G021200	Lc__Lchi12399	Vv__XP_002265045.1	1	1	1	1
OG0012716	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G025800	Lc__Lchi07151	Vv__XP_002274964.1	1	1	1	1
OG0012720	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G033500	Lc__Lchi09247	Vv__XP_003634715.1	1	1	1	1
OG0012721	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G038500	Lc__Lchi23015	Vv__XP_002279971.1	1	1	1	1
OG0012722	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G043100	Lc__Lchi12963	Vv__XP_002281441.1	1	1	1	1
OG0012727	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G054000	Lc__Lchi25777	Vv__XP_002281410.1	1	1	1	1
OG0012728	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G056100	Lc__Lchi17371	Vv__XP_002284509.1	1	1	1	1
OG0012729	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G057400	Lc__Lchi05193	Vv__XP_002267174.1	1	1	1	1
OG0012730	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G059700	Lc__Lchi13422	Vv__XP_002284643.3	1	1	1	1
OG0012731	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G061800	Lc__Lchi06209	Vv__XP_002270029.1	1	1	1	1
OG0012732	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G068100	Lc__Lchi18021	Vv__XP_002285056.1	1	1	1	1
OG0012733	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G068500	Lc__Lchi18206	Vv__XP_002285093.1	1	1	1	1
OG0012737	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G071400	Lc__Lchi09893	Vv__XP_002282834.1	1	1	1	1
OG0012739	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G073500	Lc__Lchi08494	Vv__XP_002285254.1	1	1	1	1
OG0012740	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G074000	Lc__Lchi08491	Vv__XP_002282870.1	1	1	1	1
OG0012741	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G077800	Lc__Lchi11638	Vv__XP_002283120.2	1	1	1	1
OG0012742	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G083400	Lc__Lchi07163	Vv__XP_002272703.1	1	1	1	1
OG0012744	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G085300	Lc__Lchi07134	Vv__XP_010657194.1	1	1	1	1
OG0012746	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G090700	Lc__Lchi01176	Vv__XP_002271026.1	1	1	1	1
