Orthogroup	source	C_mollissima	Liriodendron_hybrid	V_vinifera	n_Cunninghamia_lanceolata_CULA	n_Liquidambar_formosana	n_Picea_abies	n_Quercus_suber
OG0007434	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G172900	Lc__Lchi17700	Vv__XP_002278498.1	2	1	4	1
OG0007437	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G002600	Lc__Lchi01143	Vv__XP_002264257.2	2	2	3	1
OG0007439	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G004700	Lc__Lchi08412	Vv__XP_002266174.1	4	1	1	2
OG0007445	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G017100	Lc__Lchi03524	Vv__XP_002281271.1	1	1	5	1
OG0007448	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G038500	Lc__Lchi20928	Vv__XP_010652773.1	1	3	2	2
OG0007451	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G040900	Lc__Lchi06016	Vv__XP_002272057.2	1	3	1	3
OG0007454	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G045400	Lc__Lchi29305	Vv__XP_010662430.1	4	1	2	1
OG0007458	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G063600	Lc__Lchi25325	Vv__XP_002276931.1	1	2	3	2
OG0007469	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G096200	Lc__Lchi10787	Vv__XP_002283189.1	1	1	0	6
OG0007470	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G108400	Lc__Lchi00313	Vv__XP_002268231.1	1	1	4	2
OG0007475	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G132400	Lc__Lchi00101	Vv__XP_002279985.1	1	5	1	1
OG0007483	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G170200	Lc__Lchi03588	Vv__XP_010648280.1	2	1	3	2
OG0007484	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G182600	Lc__Lchi13376	Vv__XP_002282449.1	1	1	1	5
OG0007486	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G001000	Lc__Lchi07041	Vv__XP_002265839.2	1	1	3	3
OG0007490	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G019500	Lc__Lchi12582	Vv__XP_002263207.2	1	1	4	2
OG0007492	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G032400	Lc__Lchi03484	Vv__XP_002281282.1	3	2	2	1
OG0007494	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G038900	Lc__Lchi21806	Vv__XP_002268483.1	2	1	2	3
OG0007500	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G060300	Lc__Lchi14751	Vv__XP_010646461.1	2	2	3	1
OG0007501	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G066400	Lc__Lchi17005	Vv__XP_010661901.1	5	1	1	1
OG0007504	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G081700	Lc__Lchi18375	Vv__XP_002283420.1	1	2	1	4
OG0007508	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G107200	Lc__Lchi01490	Vv__XP_010661680.1	1	2	1	4
OG0007510	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G115700	Lc__Lchi06017	Vv__XP_002275584.1	1	4	1	2
OG0007519	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G170700	Lc__Lchi06099	Vv__XP_002278058.1	1	1	4	2
OG0007529	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G045800	Lc__Lchi17027	Vv__XP_002266751.1	4	2	2	0
OG0007534	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G072100	Lc__Lchi02316	Vv__XP_002285714.1	2	1	4	1
OG0007545	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G100800	Lc__Lchi01142	Vv__XP_002275188.2	4	1	2	1
OG0007549	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G123500	Lc__Lchi01883	Vv__XP_002284465.2	1	1	1	5
OG0007550	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G124000	Lc__Lchi01891	Vv__XP_002284450.1	3	1	1	3
OG0007655	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G082000	Lc__Lchi12403	Vv__XP_002269904.1	1	2	3	1
OG0007657	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G026300	Lc__Lchi11070	Vv__XP_002280360.1	0	1	2	4
OG0007660	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G123900	Lc__Lchi28129	Vv__XP_002273004.1	3	1	2	1
OG0007691	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G127600	Lc__Lchi08003	Vv__XP_002265505.1	1	4	1	1
OG0007697	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G140500	Lc__Lchi12695	Vv__XP_002273448.1	1	3	1	2
OG0007700	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G140700	Lc__Lchi27169	Vv__XP_002272706.1	3	1	2	1
OG0007714	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G190700	Lc__Lchi00546	Vv__XP_002269100.1	1	1	4	1
OG0007731	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G034800	Lc__Lchi16173	Vv__XP_002281695.1	0	3	2	2
OG0007741	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G001000	Lc__Lchi11494	Vv__XP_010654359.1	1	1	4	1
OG0007743	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G106100	Lc__Lchi03946	Vv__XP_002265912.2	2	1	2	2
OG0007750	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G143400	Lc__Lchi22116	Vv__XP_002273161.1	3	2	1	1
OG0007759	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G088200	Lc__Lchi17757	Vv__XP_002275775.1	3	1	2	1
OG0007770	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G045100	Lc__Lchi22878	Vv__XP_003632148.1	4	1	1	1
OG0007776	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G002600	Lc__Lchi27672	Vv__XP_002270329.1	3	1	1	2
OG0007780	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G373900	Lc__Lchi01690	Vv__XP_002271574.1	0	5	1	1
OG0007782	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G040300	Lc__Lchi18891	Vv__XP_010645042.1	1	1	4	1
OG0007788	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G140000	Lc__Lchi08631	Vv__XP_010659305.1	1	1	2	3
OG0007789	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G122900	Lc__Lchi19266	Vv__XP_002271352.1	0	1	5	1
OG0007794	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G357700	Lc__Lchi01857	Vv__XP_010658027.1	3	0	3	1
OG0007801	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G060700	Lc__Lchi25330	Vv__XP_002267852.1	1	1	1	4
OG0007804	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G063500	Lc__Lchi19313	Vv__XP_002282190.1	3	2	1	1
OG0007805	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G161900	Lc__Lchi23091	Vv__XP_003632726.1	2	1	3	1
OG0007806	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G199900	Lc__Lchi24999	Vv__XP_002276497.1	2	1	3	1
OG0007809	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G046000	Lc__Lchi22860	Vv__XP_002280853.1	2	1	2	2
OG0007810	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G176000	Lc__Lchi14335	Vv__XP_002271162.1	4	1	1	1
OG0007812	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G132200	Lc__Lchi07699	Vv__XP_002275157.2	1	1	3	2
OG0007814	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G080200	Lc__Lchi04527	Vv__XP_010652165.1	1	1	0	5
OG0007816	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G148000	Lc__Lchi07519	Vv__XP_010651547.1	2	0	4	1
OG0007818	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G147900	Lc__Lchi11502	Vv__XP_002265533.1	0	1	4	2
OG0007826	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G156300	Lc__Lchi06124	Vv__XP_002282809.1	2	1	2	2
OG0007834	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G374500	Lc__Lchi01998	Vv__XP_002272474.1	1	1	4	1
OG0007836	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G001100	Lc__Lchi01680	Vv__XP_010665487.1	1	1	3	2
OG0007842	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G157700	Lc__Lchi02289	Vv__XP_002282734.1	2	1	1	3
OG0007843	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G182900	Lc__Lchi08709	Vv__XP_002263448.2	0	1	3	3
OG0007847	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G070300	Lc__Lchi28588	Vv__XP_002265060.2	1	1	2	3
OG0007850	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G077000	Lc__Lchi18245	Vv__XP_002264191.1	1	3	2	1
OG0007851	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G057000	Lc__Lchi26719	Vv__XP_002266883.1	1	1	3	2
OG0007857	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G121300	Lc__Lchi01403	Vv__XP_002273471.2	3	1	1	2
OG0007859	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G168200	Lc__Lchi23119	Vv__XP_002277155.2	1	1	3	2
OG0007868	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G042600	Lc__Lchi06052	Vv__XP_019073742.1	2	1	2	2
OG0007869	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G034000	Lc__Lchi19248	Vv__NP_001268000.1	3	1	2	1
OG0007870	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G107900	Lc__Lchi00712	Vv__XP_002268876.2	1	2	2	2
OG0007878	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G020400	Lc__Lchi17291	Vv__XP_002277936.1	1	3	2	1
OG0007891	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G114500	Lc__Lchi16215	Vv__XP_002280064.2	2	1	1	3
OG0007897	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G118600	Lc__Lchi04637	Vv__XP_002278935.2	1	3	1	2
OG0007898	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G191000	Lc__Lchi13757	Vv__XP_010646942.1	1	2	3	1
OG0007903	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G055400	Lc__Lchi27581	Vv__XP_003634689.2	1	2	2	2
OG0007911	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G076600	Lc__Lchi17997	Vv__XP_010648048.1	2	2	1	2
OG0007913	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G008600	Lc__Lchi00852	Vv__XP_002278761.1	2	1	2	2
OG0007916	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G187700	Lc__Lchi24182	Vv__XP_002279980.2	1	2	1	3
OG0007917	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G286300	Lc__Lchi02786	Vv__XP_002275970.1	1	1	3	2
OG0007926	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G075400	Lc__Lchi32419	Vv__XP_002268792.1	2	2	1	2
OG0007934	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G072100	Lc__Lchi21695	Vv__XP_002266715.2	1	1	4	1
OG0007936	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G154300	Lc__Lchi29058	Vv__XP_002285507.2	3	1	1	2
OG0007940	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G160100	Lc__Lchi22867	Vv__XP_002283485.1	3	1	2	1
OG0007949	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G033700	Lc__Lchi05205	Vv__XP_002265964.3	2	1	2	2
OG0007952	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G302100	Lc__Lchi04793	Vv__XP_002285026.1	2	1	2	2
OG0007954	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G074500	Lc__Lchi13349	Vv__XP_002280131.1	1	1	3	2
OG0007957	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G119300	Lc__Lchi09902	Vv__XP_002278663.1	4	1	1	1
OG0007958	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G198200	Lc__Lchi09802	Vv__XP_002269650.3	2	1	2	2
OG0007962	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G175300	Lc__Lchi35409	Vv__XP_010655406.1	1	3	1	2
OG0007965	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G114800	Lc__Lchi10355	Vv__XP_002273979.2	2	1	2	2
OG0007978	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G172100	Lc__Lchi02926	Vv__XP_002275229.1	2	2	1	2
OG0007983	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G182800	Lc__Lchi11328	Vv__XP_010649126.1	1	1	2	3
OG0007995	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G103200	Lc__Lchi19252	Vv__XP_002275690.1	0	2	2	3
OG0007998	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G048100	Lc__Lchi11327	Vv__XP_002282213.1	1	2	3	1
OG0008008	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G168500	Lc__Lchi24561	Vv__XP_002277278.1	1	1	4	1
OG0008013	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G013100	Lc__Lchi14611	Vv__XP_002267511.2	0	1	5	1
OG0008014	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G197900	Lc__Lchi04871	Vv__XP_002279696.1	1	2	4	0
OG0008018	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G142000	Lc__Lchi14681	Vv__XP_010663093.1	1	1	4	1
OG0008030	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G124800	Lc__Lchi13141	Vv__XP_002273128.2	1	1	3	2
OG0008046	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G208200	Lc__Lchi28285	Vv__XP_002282776.1	0	1	4	2
OG0008073	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G043300	Lc__Lchi23803	Vv__XP_002283011.1	2	3	1	1
OG0008078	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G168500	Lc__Lchi10871	Vv__XP_010655364.1	2	1	1	3
OG0008094	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G011700	Lc__Lchi13799	Vv__XP_010664470.1	1	1	4	1
OG0008097	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G015200	Lc__Lchi22826	Vv__XP_002271258.1	4	1	1	1
OG0008098	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G023000	Lc__Lchi23246	Vv__XP_010664559.1	5	1	1	0
OG0008102	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G054400	Lc__Lchi10383	Vv__XP_002280558.1	2	1	3	1
OG0008106	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G060300	Lc__Lchi17084	Vv__XP_002276528.2	3	2	1	1
OG0008110	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G063900	Lc__Lchi11718	Vv__XP_002273443.1	1	1	2	3
OG0008114	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G074800	Lc__Lchi10571	Vv__XP_002265741.1	1	2	1	3
OG0008116	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G078700	Lc__Lchi09377	Vv__XP_002272933.1	0	1	3	3
OG0008117	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G079500	Lc__Lchi11258	Vv__XP_002272900.1	0	1	5	1
OG0008118	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G082200	Lc__Lchi06760	Vv__XP_002273332.1	3	1	1	2
OG0008122	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G101200	Lc__Lchi27382	Vv__XP_002285385.1	1	1	2	3
OG0008155	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G215300	Lc__Lchi00737	Vv__XP_002282373.1	3	1	2	1
OG0008159	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G221100	Lc__Lchi11512	Vv__XP_002275339.1	1	2	3	1
OG0008160	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G222800	Lc__Lchi22296	Vv__XP_019074706.1	2	3	1	1
OG0008164	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G233600	Lc__Lchi11791	Vv__XP_002278518.2	2	1	2	2
OG0008165	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G237100	Lc__Lchi10129	Vv__XP_002276803.1	2	1	2	2
OG0008169	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G251800	Lc__Lchi24265	Vv__XP_002263731.1	0	4	2	1
OG0008172	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G260000	Lc__Lchi08131	Vv__XP_002266948.1	1	1	1	4
OG0008177	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G276700	Lc__Lchi25105	Vv__XP_010660970.1	2	1	2	2
OG0008186	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G299100	Lc__Lchi04722	Vv__XP_002281629.1	1	1	3	2
OG0008187	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G304400	Lc__Lchi04822	Vv__XP_002285091.1	1	1	3	2
OG0008194	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G335000	Lc__Lchi09661	Vv__XP_002272630.1	2	2	1	2
OG0008202	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G357400	Lc__Lchi01702	Vv__XP_002270461.1	2	1	2	2
OG0008204	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G368700	Lc__Lchi01650	Vv__XP_010657918.1	1	2	3	1
OG0008205	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G001500	Lc__Lchi12469	Vv__XP_002268463.1	2	2	2	1
OG0008209	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G039800	Lc__Lchi04477	Vv__XP_002275193.1	4	1	1	1
OG0008213	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G050500	Lc__Lchi15497	Vv__XP_002283622.1	2	1	2	2
OG0008223	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G094400	Lc__Lchi15523	Vv__XP_002285524.1	2	2	1	2
OG0008230	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G120800	Lc__Lchi28549	Vv__XP_002282413.1	1	1	4	1
OG0008232	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G122700	Lc__Lchi02981	Vv__XP_002276278.2	4	1	1	1
OG0008234	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G131800	Lc__Lchi23108	Vv__XP_010649093.1	1	2	1	3
OG0008246	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G164300	Lc__Lchi01938	Vv__XP_002277554.1	1	1	1	4
OG0008248	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G175000	Lc__Lchi09059	Vv__XP_002273483.2	1	3	1	2
OG0008249	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G175500	Lc__Lchi18754	Vv__XP_002273246.1	1	3	2	1
OG0008252	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G182900	Lc__Lchi24285	Vv__XP_002266355.2	1	1	1	4
OG0008257	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G210400	Lc__Lchi27393	Vv__XP_002285900.1	1	3	2	1
OG0008263	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G022100	Lc__Lchi00126	Vv__XP_002281428.1	1	1	1	4
OG0008265	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G042500	Lc__Lchi19726	Vv__XP_002284813.1	2	2	1	2
OG0008276	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G116800	Lc__Lchi16454	Vv__XP_002263113.1	2	1	4	0
OG0008282	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G140700	Lc__Lchi28769	Vv__XP_002282396.1	1	1	2	3
OG0008283	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G148300	Lc__Lchi14365	Vv__XP_002263764.1	1	1	1	4
OG0008287	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G160600	Lc__Lchi25137	Vv__XP_002267766.1	2	1	1	3
OG0008288	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G161100	Lc__Lchi23798	Vv__XP_002267988.1	1	1	2	3
OG0008298	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G182500	Lc__Lchi28022	Vv__XP_010651082.1	1	2	2	2
OG0008302	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G015300	Lc__Lchi14760	Vv__XP_002274820.2	2	1	3	1
OG0008313	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G050100	Lc__Lchi03902	Vv__XP_002273892.2	1	2	3	1
OG0008322	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G083000	Lc__Lchi22663	Vv__XP_002275561.2	1	1	1	4
OG0008323	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G083700	Lc__Lchi09470	Vv__XP_002274270.2	1	1	2	3
OG0008333	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G131800	Lc__Lchi07469	Vv__XP_002279799.3	3	1	2	1
OG0008338	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G150900	Lc__Lchi10264	Vv__XP_002262672.1	1	4	1	1
OG0008341	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G161000	Lc__Lchi24310	Vv__XP_002283797.1	2	1	2	2
OG0008348	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G032100	Lc__Lchi00762	Vv__XP_010654520.1	0	1	5	1
OG0008350	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G045600	Lc__Lchi00933	Vv__XP_002284034.1	2	1	2	2
OG0008353	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G063200	Lc__Lchi08923	Vv__XP_010654748.1	3	1	2	1
OG0008365	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G111500	Lc__Lchi03988	Vv__XP_002264921.1	3	3	0	1
OG0008366	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G118900	Lc__Lchi09158	Vv__XP_002271571.1	3	1	2	1
OG0008369	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G143400	Lc__Lchi07328	Vv__XP_002280870.1	0	1	4	2
OG0008373	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G162500	Lc__Lchi07114	Vv__XP_002262798.3	3	1	1	2
OG0008390	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G224200	Lc__Lchi09054	Vv__XP_002274191.1	2	1	2	2
OG0008394	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G007500	Lc__Lchi30182	Vv__XP_002276099.1	1	1	2	3
OG0008398	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G023800	Lc__Lchi07188	Vv__XP_002273722.1	2	3	1	1
OG0008401	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G040600	Lc__Lchi24487	Vv__XP_002278373.1	2	1	3	1
OG0008402	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G042100	Lc__Lchi12975	Vv__XP_002281212.1	1	2	3	1
